"name","X180322.190603_Brain_S36","X32140243_EXO_S2","X32141753_EXO_S10","X32150101_EXO_S3","X32150228_EXO_S18","X32150296_EXO_S34","X32150300_EXO_S4","X32150301_EXO_S14","X32150688_EXO_S20","X32150744_EXO_S30","X32150759_EXO_S26","X32151086_EXO_S6","X32151109_EXO_S17","X32151113_EXO_S24","X32151157_EXO_S31","X32151161_EXO_S19","X32151201_EXO_S23","X32151204_EXO_S9","X32151206_EXO_S12","X32151640_EXO_S32","X32151642_EXO_S5","X32151649_EXO_S7","X32151662_EXO_S25","X32151675_EXO_S28","X32151680_EXO_S22","X32151681_EXO_S21","X32151684_EXO_S13","X32151808_EXO_S16","X32151828_EXO_S15","X32151872_EXO_S27","X32151947_EXO_S11","X32152118_EXO_S1","X32152166_EXO_S8","X32152206_EXO_S33","X32152211_EXO_S35","X32152477_EXO_S29","X180626.180628.190531_Brain_S32","X32140237_EXO_S31","X32150168_EXO_S6","X32150184_EXO_S18","X32150225_EXO_S2","X32150855_EXO_S1","X32150887_EXO_S28","X32151031_EXO_S19","X32151184_EXO_S8","X32151244_EXO_S30","X32151484_EXO_S11","X32151686_EXO_S20","X32151694_EXO_S10","X32151750_EXO_S14","X32151971_EXO_S23","X32151974_EXO_S24","X32152194_EXO_S15","X32152197_EXO_S12","X32152356_EXO_S21","X32152444_EXO_S25","X32160074_EXO_S17","X32160187_EXO_S9","X32160196_EXO_S22","X32160475_EXO_S26","X32160668_EXO_S16","X32160696_EXO_S3","X32160790_EXO_S27","X32161242_EXO_S7","X32161248_EXO_S29","X32161349_EXO_S5","X32161406_EXO_S4","X32161462_EXO_S13","X180726.190530_Brain_S36","X32140235_EXO_S8","X32141754_EXO_S5","X32141765_EXO_S9","X32150091_EXO_S1","X32150158_EXO_S10","X32150162_EXO_S11","X32150690_EXO_S2","X32150880_EXO_S12","X32151247_EXO_S13","X32151370_EXO_S14","X32151510_EXO_S15","X32151523_EXO_S6","X32151633_EXO_S16","X32151648_EXO_S4","X32152019_EXO_S17","X32152081_EXO_S18","X32152082_EXO_S19","X32152259_EXO_S20","X32152263_EXO_S7","X32152276_EXO_S21","X32152388_EXO_S22","X32152480_EXO_S3","X32160002_EXO_S23","X32160008_EXO_S24","X32160071_EXO_S25","X32160118_EXO_S26","X32160619_EXO_S27","X32160652_EXO_S28","X32160740_EXO_S29","X32160964_EXO_S30","X32161241_EXO_S31","X32161448_EXO_S32","X32170071_EXO_S33","X32170419_EXO_S34","X32170641_EXO_S35","X180913.190529_Brain_S36","X32141643_EXO_S1","X32141786_EXO_S2","X32150013_EXO_S3","X32150076_EXO_S4","X32150080_EXO_S5","X32150147_EXO_S6","X32150163_EXO_S7","X32150243_EXO_S8","X32150292_EXO_S9","X32150424_EXO_S10","X32150696_EXO_S11","X32150698_EXO_S12","X32150825_EXO_S13","X32150844_EXO_S14","X32150849_EXO_S15","X32150993_EXO_S16","X32151026_EXO_S17","X32151125_EXO_S18","X32151152_EXO_S19","X32151180_EXO_S20","X32151226_EXO_S21","X32151444_EXO_S22","X32151565_EXO_S23","X32151667_EXO_S24","X32151691_EXO_S25","X32151725_EXO_S26","X32151765_EXO_S27","X32151859_EXO_S28","X32151881_EXO_S29","X32151984_EXO_S30","X32152084_EXO_S31","X32152094_EXO_S32","X32152253_EXO_S33","X32152273_EXO_S34","X32152341_EXO_S35","X180919.190527_Brain_S35","X32150043_EXO_S34","X32152359_EXO_S1","X32152366_EXO_S2","X32152381_EXO_S3","X32152446_EXO_S4","X32152451_EXO_S5","X32160028_EXO_S6","X32160083_EXO_S7","X32160120_EXO_S8","X32160241_EXO_S9","X32160246_EXO_S10","X32160323_EXO_S11","X32160457_EXO_S12","X32160466_EXO_S13","X32160472_EXO_S14","X32160600_EXO_S15","X32160766_EXO_S16","X32160782_EXO_S17","X32161246_EXO_S18","X32161252_EXO_S19","X32161358_EXO_S20","X32161367_EXO_S21","X32161415_EXO_S22","X32170068_EXO_S23","X32170276_EXO_S24","X32170346_EXO_S25","X32170365_EXO_S26","X32170367_EXO_S27","X32170368_EXO_S28","X32170381_EXO_S29","X32170400_EXO_S30","X32170453_EXO_S31","X32170613_EXO_S32","X32170644_EXO_S33","X181003.190524_Brain_S35","X32150156_EXO_S1","X32150274_EXO_S3","X32150309_EXO_S4","X32150313_EXO_S5","X32150318_EXO_S6","X32150697_EXO_S7","X32150792_EXO_S8","X32150829_EXO_S9","X32150835_EXO_S10","X32150882_EXO_S11","X32151018_EXO_S12","X32151021_EXO_S13","X32151029_EXO_S14","X32151178_EXO_S15","X32151181_EXO_S16","X32151480_EXO_S17","X32151489_EXO_S18","X32151625_EXO_S19","X32151754_EXO_S20","X32151970_EXO_S21","X32151988_EXO_S22","X32152030_EXO_S23","X32152087_EXO_S24","X32152200_EXO_S25","X32152260_EXO_S26","X32152348_EXO_S27","X32152351_EXO_S28","X32152408_EXO_S29","X32160009_EXO_S30","X32160019_EXO_S31","X32160078_EXO_S32","X32160080_EXO_S33","X32160185_EXO_S34","X181004.190521_Brain_S35","X32150116_EXO_S31","X32150161_EXO_S32","X32150704_EXO_S33","X32150978_EXO_S34","X32160284_EXO_S1","X32160340_EXO_S2","X32160373_EXO_S3","X32160612_EXO_S4","X32160622_EXO_S5","X32160628_EXO_S6","X32160670_EXO_S7","X32160765_EXO_S8","X32160965_EXO_S9","X32161004_EXO_S10","X32161013_EXO_S11","X32161045_EXO_S12","X32161046_EXO_S13","X32161065_EXO_S14","X32161104_EXO_S15","X32161237_EXO_S16","X32161245_EXO_S17","X32161253_EXO_S18","X32161392_EXO_S19","X32170016_EXO_S20","X32170083_EXO_S21","X32170268_EXO_S22","X32170269_EXO_S23","X32170272_EXO_S24","X32170383_EXO_S25","X32170385_EXO_S26","X32170409_EXO_S27","X32170434_EXO_S28","X32170450_EXO_S29","X32170652_EXO_S30","X181023.190319_Brain_S29","X32151033_EXO_S1","X32151130_EXO_S2","X32151151_EXO_S3","X32151185_EXO_S4","X32151764_EXO_S5","X32151825_EXO_S6","X32152086_EXO_S7","X32152088_EXO_S8","X32152175_EXO_S9","X32152337_EXO_S10","X32152347_EXO_S11","X32160018_EXO_S12","X32160079_EXO_S13","X32160288_EXO_S14","X32160526_EXO_S15","X32160791_EXO_S16","X32161000_EXO_S17","X32161037_EXO_S18","X32161249_EXO_S19","X32161454_EXO_S20","X32170032_EXO_S21","X32170073_EXO_S22","X32170273_EXO_S23","X32170329_EXO_S24","X32170337_EXO_S25","X32170378_EXO_S26","X32170440_EXO_S27","X32170447_EXO_S28"
"156","hsa-miR-128-2-5p",72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"157","hsa-miR-128-3p",331610,3495,530,698,585,60,1657,609,344,1,227,396,5,201,40,0,227,494,526,2,246,1194,372,596,646,185,367,527,0,1,87,211,394,279,2,764,541630,972,2899,645,2212,1097,11635,1895,139,6933,1794,5481,2055,1324,1519,845272,3409,976,1143,259,79,989,1297,824,5813,739,1662,811,2263,16,936,165,931482,40,142,257,0,2897,181,2806,262,240,1278,264,187,3311,101,633,211,396,443,60,323,368,1364,1590,711,189,2588,1375,191,126,272,1840,857,4183,893,810,410237,125,64,63,757,198,633,133,2,2,202,1507,886,682,189,157,66,1193,928,1004,3,16,978,64,34,66,473,22,545,546,239,1109,124,375,458,264,855971,174,387,500,628,531,921,787,450,178,171,304,388,762,1244,291,1116,37,672,173,340,181,1116,278,79,1381,334,1119,1160,206,490,100,589,8,238,1573919,250,561,890,37,400,2297,2120,311,209,526,244,625,2872,1480,870,1503,759,1892,1324,163,1956,74,113,308,858,983,232,1,238,458,65,361,115,1704035,2101,525,1574,132,224,719,15,119,1574,655,35,108,483,1280,1099,1642,100,655,423,1401,1160,1584,123,2598,494,245,198,1728,884,332,95,1329,1235,3385,1225708,1334,612,694,628,686,321,655,1909,1171,1273,107,2,129,2256,31,97,989,2,932,1013,70,1587,924,2613,2571,202,2189,1410
"158","hsa-miR-1283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5,0,10,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","hsa-miR-1284",20,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,38,0,0,0,0,0,0,0,0,22,0,0,35,0,0,0,0,0,0,0,0,79,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,8,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,1,0,3,0,0,0,0,30,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,9,8,0,0,0,0,0,46,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"160","hsa-miR-1286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
"161","hsa-miR-1287-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","hsa-miR-1287-5p",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,9,0,0,0,0,0,127,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,8,0,0,17,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,5,0,5,0,0,160,0,0,0,0,0,0,0,0,3,0,0,1,1,0,5,17,0,0,1,1,0,44,0,0,3,9,7,0,0,0,0,31,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,12,0,19,0,0,34,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,11,0,0,7,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"163","hsa-miR-1288-3p",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","hsa-miR-1289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0
"165","hsa-miR-129-1-3p",675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1938,0,0,0,0,0,184,0,0,26,0,27,0,0,1,4327,277,0,0,0,0,0,10,0,1,2,0,0,223,0,0,0,2774,0,0,16,0,45,0,0,0,0,4,0,0,0,0,14,0,0,45,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,6,0,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,3,4,0,7,1,2,2553,0,2,6,9,0,0,0,0,0,0,8,7,15,10,0,1,0,13,8,5,9,2,0,0,15,0,0,22,0,0,0,0,1,0,3346,0,0,0,0,25,50,0,0,0,0,0,0,0,11,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,24,3403,0,7,0,0,0,13,0,0,20,0,0,0,0,0,0,16,0,0,0,0,0,0,0,10,4,0,0,15,10,0,0,12,4,26,4640,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,36,0,61,36,0,0,52
"166","hsa-miR-129-2-3p",427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,1,0,0,1,0,1,0,0,26,0,0,0,2212,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1084,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2214,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,40,0,0,0,0,0,0,23,0,0,0,0
"167","hsa-miR-129-5p",19266,26,0,0,31,0,0,0,0,0,0,0,0,2,0,0,0,39,0,0,0,0,0,331,112,0,0,1,0,0,0,20,21,22,0,1,37688,42,99,98,180,0,597,73,5,455,10,345,263,68,11,60983,139,103,8,0,49,0,70,0,187,0,0,86,46,1,0,0,46695,0,27,3,0,71,0,170,9,18,63,0,8,61,0,32,0,0,27,0,0,23,16,89,42,0,141,0,41,0,1,122,11,232,24,116,18349,0,0,0,32,12,24,1,0,0,0,88,0,0,0,0,0,14,101,0,0,0,12,0,0,0,14,0,5,8,3,61,3,36,15,1,58462,0,20,7,6,6,26,29,6,0,0,13,9,30,27,2,18,2,34,4,0,19,31,3,7,81,0,18,42,0,0,0,19,0,0,97237,10,12,15,0,62,66,46,0,29,1,0,39,60,146,27,57,51,36,95,0,49,0,4,0,42,106,0,0,1,0,2,69,15,98669,13,11,0,2,0,55,0,7,64,0,1,1,49,29,31,30,0,30,15,14,0,27,0,21,20,13,0,24,11,5,5,26,18,128,115212,0,4,120,0,84,30,0,101,79,0,0,0,13,58,0,2,25,0,0,145,0,3,36,43,23,0,41,12
"168","hsa-miR-1290",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","hsa-miR-1291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","hsa-miR-1292-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","hsa-miR-1292-5p",155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,39,0,55,0,0,115,0,23,0,0,0,1,51,0,25,0,0,0,0,0,0,0,33,0,0,0,0,0,184,0,0,0,0,22,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,21,24,0,0,0,0,0,0,0,0,0,0,46,0,89,23,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0,2,0,1,127,0,0,0,0,0,0,12,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,9,2,0,5,11,0,0,0,0,0,0,143,0,0,0,0,0,11,0,0,0,39,0,0,43,12,13,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,16,8,0,0,0,0,13,0,0,14,0,0,0,15,0,1,14,18,0,30,0,0,0,0,0,30,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0
"172","hsa-miR-1293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","hsa-miR-1294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
