name	unique reads 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (mult. map. adj.)	PM180626-180628-190531_Brain_S32(lib)	180626-180628-190531_Brain_S32 (total)	coordinateString 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (lib)	180626-180628-190531_Brain_S32 (total)
hsa-miR-301a-5p	1	14	14	1.53	1.09	17:hsa;hsa-mir-301a,59151149,59151170,-	1.5255328986073085	1.087060163810649
hsa-miR-1304-3p	1	14	14	1.53	1.09	11:hsa;hsa-mir-1304,93733726,93733747,-	1.5255328986073085	1.087060163810649
hsa-miR-548a-3p	1	14	4.67	1.53	1.09	6:hsa;hsa-mir-548a-1,18571844,18571865,+	0.5085109662024362	0.36235338793688304
hsa-miR-506-5p	1	14	14	1.53	1.09	X:hsa;hsa-mir-506,147230754,147230775,-	1.5255328986073085	1.087060163810649
hsa-miR-548a-3p	1	14	4.67	1.53	1.09	6:hsa;hsa-mir-548a-2,135239220,135239241,+	0.5085109662024362	0.36235338793688304
hsa-miR-3613-3p	1	14	14	1.53	1.09	13:hsa;hsa-mir-3613,49996467,49996490,-	1.5255328986073085	1.087060163810649
hsa-miR-1267	1	14	14	1.53	1.09	13:hsa;hsa-mir-1267,107531182,107531202,-	1.5255328986073085	1.087060163810649
hsa-miR-490-3p	1	14	14	1.53	1.09	7:hsa;hsa-mir-490,136903242,136903263,+	1.5255328986073085	1.087060163810649
hsa-miR-548a-3p	1	14	4.67	1.53	1.09	8:hsa;hsa-mir-548a-3,104484429,104484450,-	0.5085109662024362	0.36235338793688304
hsa-miR-6738-5p	1	14	14	1.53	1.09	1:hsa;hsa-mir-6738,155951278,155951300,-	1.5255328986073085	1.087060163810649
hsa-miR-627-3p	1	14	14	1.53	1.09	15:hsa;hsa-mir-627,42199624,42199643,-	1.5255328986073085	1.087060163810649
hsa-miR-4796-3p	2	14	14	1.53	1.09	3:hsa;hsa-mir-4796,114743497,114743518,-	1.5255328986073085	1.087060163810649
hsa-miR-363-5p	1	14	14	1.53	1.09	X:hsa;hsa-mir-363,134169384,134169405,-	1.5255328986073085	1.087060163810649
hsa-miR-3117-3p	2	14	14	1.53	1.09	1:hsa;hsa-mir-3117,66628485,66628505,+	1.5255328986073085	1.087060163810649
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	1:hsa;hsa-mir-6859-4,187896,187918,-	0.08853539143703129	0.0630883130782966
hsa-miR-302a-5p	2	13	13	1.42	1.01	4:hsa;hsa-mir-302a,112648188,112648210,-	1.4165662629925007	1.0094130092527456
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	16:hsa;hsa-mir-6859-1,17057,17079,-	0.08853539143703129	0.0630883130782966
hsa-miR-1284	1	13	13	1.42	1.01	3:hsa;hsa-mir-1284,71541999,71542020,-	1.4165662629925007	1.0094130092527456
hsa-miR-3648	1	13	3.25	1.42	1.01	21:hsa;hsa-mir-3648-1,8208500,8208520,+	0.35414156574812516	0.2523532523131864
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	1:hsa;hsa-mir-6859-1,17374,17396,-	0.08853539143703129	0.0630883130782966
hsa-miR-3648	1	13	3.25	1.42	1.01	21:hsa;hsa-mir-3648-2,8987026,8987046,+	0.35414156574812516	0.2523532523131864
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	1:hsa;hsa-mir-6859-2,187896,187918,-	0.08853539143703129	0.0630883130782966
hsa-miR-548q	2	13	13	1.42	1.01	10:hsa;hsa-mir-548q,12725261,12725282,-	1.4165662629925007	1.0094130092527456
hsa-miR-519a-3p	3	13	6.5	1.42	1.01	19:hsa;hsa-mir-519a-2,53762397,53762418,+	0.7082831314962503	0.5047065046263728
hsa-miR-4760-5p	2	13	13	1.42	1.01	21:hsa;hsa-mir-4760,40212361,40212382,-	1.4165662629925007	1.0094130092527456
hsa-miR-4677-3p	1	13	13	1.42	1.01	1:hsa;hsa-mir-4677,243346225,243346246,+	1.4165662629925007	1.0094130092527456
hsa-miR-6842-5p	1	13	13	1.42	1.01	8:hsa;hsa-mir-6842,27433375,27433396,+	1.4165662629925007	1.0094130092527456
hsa-miR-4685-3p	2	13	13	1.42	1.01	10:hsa;hsa-mir-4685,98431339,98431360,-	1.4165662629925007	1.0094130092527456
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	16:hsa;hsa-mir-6859-2,17057,17079,-	0.08853539143703129	0.0630883130782966
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	1:hsa;hsa-mir-6859-2,17374,17396,-	0.08853539143703129	0.0630883130782966
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	15:hsa;hsa-mir-6859-4,101973529,101973551,+	0.08853539143703129	0.0630883130782966
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	1:hsa;hsa-mir-6859-4,17374,17396,-	0.08853539143703129	0.0630883130782966
hsa-miR-3648	1	13	3.25	1.42	1.01	21:hsa;hsa-mir-3648-1,8987026,8987046,+	0.35414156574812516	0.2523532523131864
hsa-miR-3648	1	13	3.25	1.42	1.01	21:hsa;hsa-mir-3648-2,8208500,8208520,+	0.35414156574812516	0.2523532523131864
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	15:hsa;hsa-mir-6859-2,101973529,101973551,+	0.08853539143703129	0.0630883130782966
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	15:hsa;hsa-mir-6859-1,101973529,101973551,+	0.08853539143703129	0.0630883130782966
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	1:hsa;hsa-mir-6859-3,187896,187918,-	0.08853539143703129	0.0630883130782966
hsa-miR-513b-5p	2	13	13	1.42	1.01	X:hsa;hsa-mir-513b,147199057,147199078,-	1.4165662629925007	1.0094130092527456
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	1:hsa;hsa-mir-6859-1,187896,187918,-	0.08853539143703129	0.0630883130782966
hsa-miR-6786-3p	1	13	13	1.42	1.01	17:hsa;hsa-mir-6786,81693844,81693866,+	1.4165662629925007	1.0094130092527456
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	15:hsa;hsa-mir-6859-3,101973529,101973551,+	0.08853539143703129	0.0630883130782966
hsa-miR-519a-3p	3	13	6.5	1.42	1.01	19:hsa;hsa-mir-519a-1,53752449,53752470,+	0.7082831314962503	0.5047065046263728
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	16:hsa;hsa-mir-6859-4,17057,17079,-	0.08853539143703129	0.0630883130782966
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	1:hsa;hsa-mir-6859-3,17374,17396,-	0.08853539143703129	0.0630883130782966
hsa-let-7g-3p	1	13	13	1.42	1.01	3:hsa;hsa-let-7g,52268339,52268359,-	1.4165662629925007	1.0094130092527456
hsa-miR-6859-5p	3	13	0.81	1.42	1.01	16:hsa;hsa-mir-6859-3,17057,17079,-	0.08853539143703129	0.0630883130782966
hsa-miR-6761-3p	1	12	12	1.31	0.93	12:hsa;hsa-mir-6761,111799882,111799903,+	1.3075996273776929	0.9317658546948421
hsa-miR-5187-3p	2	12	12	1.31	0.93	1:hsa;hsa-mir-5187,161227237,161227257,+	1.3075996273776929	0.9317658546948421
hsa-miR-362-3p	1	12	12	1.31	0.93	X:hsa;hsa-mir-362,50009005,50009026,+	1.3075996273776929	0.9317658546948421
hsa-miR-6726-3p	2	12	12	1.31	0.93	1:hsa;hsa-mir-6726,1296151,1296170,-	1.3075996273776929	0.9317658546948421
hsa-miR-5193	1	12	12	1.31	0.93	3:hsa;hsa-mir-5193,49806196,49806217,-	1.3075996273776929	0.9317658546948421
hsa-miR-376b-5p	2	12	6	1.31	0.93	14:hsa;hsa-mir-376b,101040459,101040480,+	0.6537998136888464	0.46588292734742104
hsa-miR-548ba	1	12	12	1.31	0.93	2:hsa;hsa-mir-548ba,49059603,49059624,+	1.3075996273776929	0.9317658546948421
hsa-miR-1224-3p	1	12	12	1.31	0.93	3:hsa;hsa-mir-1224,184241469,184241489,+	1.3075996273776929	0.9317658546948421
hsa-miR-4647	1	12	12	1.31	0.93	6:hsa;hsa-mir-4647,44254216,44254238,-	1.3075996273776929	0.9317658546948421
hsa-miR-4786-5p	1	12	12	1.31	0.93	2:hsa;hsa-mir-4786,239943025,239943046,-	1.3075996273776929	0.9317658546948421
hsa-miR-6855-3p	1	12	12	1.31	0.93	9:hsa;hsa-mir-6855,129869650,129869671,+	1.3075996273776929	0.9317658546948421
hsa-miR-376c-5p	2	12	6	1.31	0.93	14:hsa;hsa-mir-376c,101039694,101039714,+	0.6537998136888464	0.46588292734742104
hsa-miR-5683	1	12	12	1.31	0.93	6:hsa;hsa-mir-5683,6169343,6169366,+	1.3075996273776929	0.9317658546948421
hsa-miR-6792-5p	1	12	12	1.31	0.93	19:hsa;hsa-mir-6792,7617439,7617459,+	1.3075996273776929	0.9317658546948421
hsa-miR-219b-5p	1	12	12	1.31	0.93	9:hsa;hsa-mir-219b,128392634,128392655,+	1.3075996273776929	0.9317658546948421
hsa-miR-3145-5p	1	12	12	1.31	0.93	6:hsa;hsa-mir-3145,138435224,138435245,-	1.3075996273776929	0.9317658546948421
hsa-miR-4723-3p	3	12	12	1.31	0.93	17:hsa;hsa-mir-4723,28360712,28360733,+	1.3075996273776929	0.9317658546948421
hsa-miR-4661-3p	1	12	12	1.31	0.93	8:hsa;hsa-mir-4661,91205531,91205552,+	1.3075996273776929	0.9317658546948421
hsa-miR-548j-5p	1	12	12	1.31	0.93	22:hsa;hsa-mir-548j,26555240,26555261,-	1.3075996273776929	0.9317658546948421
hsa-miR-4742-3p	1	12	12	1.31	0.93	1:hsa;hsa-mir-4742,224398289,224398311,-	1.3075996273776929	0.9317658546948421
hsa-miR-5002-5p	3	12	12	1.31	0.93	3:hsa;hsa-mir-5002,124132949,124132972,+	1.3075996273776929	0.9317658546948421
hsa-miR-6826-3p	1	12	12	1.31	0.93	3:hsa;hsa-mir-6826,129272222,129272243,+	1.3075996273776929	0.9317658546948421
hsa-miR-5680	1	12	12	1.31	0.93	8:hsa;hsa-mir-5680,102125483,102125504,+	1.3075996273776929	0.9317658546948421
hsa-miR-147b-3p	1	12	12	1.31	0.93	15:hsa;hsa-mir-147b,45433098,45433118,+	1.3075996273776929	0.9317658546948421
hsa-miR-6858-5p	1	12	12	1.31	0.93	X:hsa;hsa-mir-6858,154450320,154450341,+	1.3075996273776929	0.9317658546948421
hsa-miR-6883-3p	3	12	12	1.31	0.93	17:hsa;hsa-mir-6883,8145050,8145071,-	1.3075996273776929	0.9317658546948421
hsa-miR-4748	1	11	11	1.2	0.85	19:hsa;hsa-mir-4748,10780263,10780283,+	1.198632991762885	0.8541187001369386
hsa-miR-4639-5p	1	11	11	1.2	0.85	6:hsa;hsa-mir-4639,16141556,16141577,+	1.198632991762885	0.8541187001369386
hsa-miR-3943	2	11	11	1.2	0.85	7:hsa;hsa-mir-3943,43150917,43150939,+	1.198632991762885	0.8541187001369386
hsa-miR-100-3p	1	11	11	1.2	0.85	11:hsa;hsa-mir-100,122152276,122152297,-	1.198632991762885	0.8541187001369386
hsa-miR-5090	2	11	11	1.2	0.85	7:hsa;hsa-mir-5090,102465752,102465774,+	1.198632991762885	0.8541187001369386
hsa-miR-99a-3p	2	11	11	1.2	0.85	21:hsa;hsa-mir-99a,16539138,16539159,+	1.198632991762885	0.8541187001369386
hsa-miR-665	1	11	11	1.2	0.85	14:hsa;hsa-mir-665,100875075,100875094,+	1.198632991762885	0.8541187001369386
hsa-miR-1262	1	11	11	1.2	0.85	1:hsa;hsa-mir-1262,68183531,68183552,-	1.198632991762885	0.8541187001369386
hsa-miR-663b	1	11	11	1.2	0.85	2:hsa;hsa-mir-663b,132257055,132257076,-	1.198632991762885	0.8541187001369386
hsa-miR-4775	1	11	11	1.2	0.85	2:hsa;hsa-mir-4775,207754816,207754837,+	1.198632991762885	0.8541187001369386
hsa-miR-302b-3p	2	11	11	1.2	0.85	4:hsa;hsa-mir-302b,112648531,112648553,-	1.198632991762885	0.8541187001369386
hsa-miR-4701-5p	1	11	11	1.2	0.85	12:hsa;hsa-mir-4701,48771977,48771998,-	1.198632991762885	0.8541187001369386
hsa-miR-548al	1	11	11	1.2	0.85	11:hsa;hsa-mir-548al,74399301,74399322,+	1.198632991762885	0.8541187001369386
hsa-let-7f-2-3p	2	11	10.33	1.2	0.85	X:hsa;hsa-let-7f-2,53557249,53557270,-	1.1259885680196802	0.8023539304316696
hsa-miR-96-5p	1	11	11	1.2	0.85	7:hsa;hsa-mir-96,129774700,129774722,-	1.198632991762885	0.8541187001369386
hsa-miR-552-5p	2	10	10	1.09	0.78	1:hsa;hsa-mir-552,34669623,34669643,-	1.0896663561480775	0.7764715455790351
hsa-miR-410-5p	1	10	10	1.09	0.78	14:hsa;hsa-mir-410,101065925,101065945,+	1.0896663561480775	0.7764715455790351
hsa-miR-6770-5p	1	10	1.11	1.09	0.78	16:hsa;hsa-mir-6770-3,16329310,16329333,+	0.1210740395720086	0.08627461617544833
hsa-miR-3612	1	10	10	1.09	0.78	12:hsa;hsa-mir-3612,128294105,128294126,+	1.0896663561480775	0.7764715455790351
hsa-miR-6770-5p	1	10	1.11	1.09	0.78	16:hsa;hsa-mir-6770-2,14930825,14930848,+	0.1210740395720086	0.08627461617544833
hsa-miR-516a-5p	2	10	5	1.09	0.78	19:hsa;hsa-mir-516a-1,53756756,53756778,+	0.5448331780740387	0.38823577278951754
hsa-miR-4677-5p	1	10	10	1.09	0.78	1:hsa;hsa-mir-4677,243346188,243346209,+	1.0896663561480775	0.7764715455790351
hsa-miR-6770-5p	1	10	1.11	1.09	0.78	16:hsa;hsa-mir-6770-1,16329310,16329333,+	0.1210740395720086	0.08627461617544833
hsa-miR-449a	1	10	10	1.09	0.78	5:hsa;hsa-mir-449a,55170547,55170568,-	1.0896663561480775	0.7764715455790351
hsa-miR-20a-3p	3	10	10	1.09	0.78	13:hsa;hsa-mir-20a,91351108,91351129,+	1.0896663561480775	0.7764715455790351
hsa-miR-6747-3p	1	10	10	1.09	0.78	11:hsa;hsa-mir-6747,62567051,62567071,-	1.0896663561480775	0.7764715455790351
hsa-miR-6806-3p	1	10	10	1.09	0.78	19:hsa;hsa-mir-6806,58334730,58334751,+	1.0896663561480775	0.7764715455790351
hsa-miR-6770-5p	1	10	1.11	1.09	0.78	16:hsa;hsa-mir-6770-1,18379356,18379379,-	0.1210740395720086	0.08627461617544833
hsa-miR-6505-5p	1	10	10	1.09	0.78	12:hsa;hsa-mir-6505,48132800,48132821,+	1.0896663561480775	0.7764715455790351
hsa-miR-518b	1	10	10	1.09	0.78	19:hsa;hsa-mir-518b,53702787,53702808,+	1.0896663561480775	0.7764715455790351
hsa-miR-3660	1	10	10	1.09	0.78	5:hsa;hsa-mir-3660,90016680,90016700,-	1.0896663561480775	0.7764715455790351
hsa-miR-3622b-3p	1	10	10	1.09	0.78	8:hsa;hsa-mir-3622b,27701730,27701750,-	1.0896663561480775	0.7764715455790351
hsa-miR-6770-5p	1	10	1.11	1.09	0.78	16:hsa;hsa-mir-6770-3,18379356,18379379,-	0.1210740395720086	0.08627461617544833
hsa-miR-6770-5p	1	10	1.11	1.09	0.78	16:hsa;hsa-mir-6770-2,16329310,16329333,+	0.1210740395720086	0.08627461617544833
hsa-miR-6770-5p	1	10	1.11	1.09	0.78	16:hsa;hsa-mir-6770-3,14930825,14930848,+	0.1210740395720086	0.08627461617544833
hsa-miR-598-5p	1	10	10	1.09	0.78	8:hsa;hsa-mir-598,11035229,11035251,-	1.0896663561480775	0.7764715455790351
hsa-miR-3605-5p	1	10	10	1.09	0.78	1:hsa;hsa-mir-3605,33332414,33332436,-	1.0896663561480775	0.7764715455790351
hsa-miR-7845-5p	2	10	10	1.09	0.78	2:hsa;hsa-mir-7845,207166402,207166422,+	1.0896663561480775	0.7764715455790351
hsa-miR-6770-5p	1	10	1.11	1.09	0.78	16:hsa;hsa-mir-6770-1,14930825,14930848,+	0.1210740395720086	0.08627461617544833
hsa-miR-3133	1	10	10	1.09	0.78	2:hsa;hsa-mir-3133,241477914,241477935,+	1.0896663561480775	0.7764715455790351
hsa-miR-516a-5p	2	10	5	1.09	0.78	19:hsa;hsa-mir-516a-2,53761148,53761170,+	0.5448331780740387	0.38823577278951754
hsa-miR-6770-5p	1	10	1.11	1.09	0.78	16:hsa;hsa-mir-6770-2,18379356,18379379,-	0.1210740395720086	0.08627461617544833
hsa-miR-1266-5p	1	9	9	0.98	0.7	15:hsa;hsa-mir-1266,52277129,52277151,-	0.9806997205332697	0.6988243910211316
hsa-miR-5187-5p	2	9	9	0.98	0.7	1:hsa;hsa-mir-5187,161227195,161227216,+	0.9806997205332697	0.6988243910211316
hsa-miR-489-3p	2	9	9	0.98	0.7	7:hsa;hsa-mir-489,93483987,93484008,-	0.9806997205332697	0.6988243910211316
hsa-miR-556-3p	1	9	9	0.98	0.7	1:hsa;hsa-mir-556,162342600,162342621,+	0.9806997205332697	0.6988243910211316
hsa-miR-183-3p	1	9	9	0.98	0.7	7:hsa;hsa-mir-183,129774970,129774991,-	0.9806997205332697	0.6988243910211316
hsa-miR-4684-5p	2	9	9	0.98	0.7	1:hsa;hsa-mir-4684,22719530,22719551,+	0.9806997205332697	0.6988243910211316
hsa-miR-365b-5p	1	9	9	0.98	0.7	17:hsa;hsa-mir-365b,31575439,31575460,+	0.9806997205332697	0.6988243910211316
hsa-miR-1234-3p	1	9	9	0.98	0.7	8:hsa;hsa-mir-1234,144400142,144400163,-	0.9806997205332697	0.6988243910211316
hsa-miR-365a-5p	1	9	9	0.98	0.7	16:hsa;hsa-mir-365a,14309300,14309322,+	0.9806997205332697	0.6988243910211316
hsa-miR-548a-5p	1	9	9	0.98	0.7	8:hsa;hsa-mir-548a-3,104484393,104484414,-	0.9806997205332697	0.6988243910211316
hsa-miR-585-5p	1	9	9	0.98	0.7	5:hsa;hsa-mir-585,169263625,169263646,-	0.9806997205332697	0.6988243910211316
hsa-miR-10522-5p	1	9	9	0.98	0.7	5:hsa;hsa-mir-10522,17155930,17155950,-	0.9806997205332697	0.6988243910211316
hsa-miR-5000-3p	2	9	9	0.98	0.7	2:hsa;hsa-mir-5000,75090873,75090894,+	0.9806997205332697	0.6988243910211316
hsa-miR-4728-3p	1	9	9	0.98	0.7	17:hsa;hsa-mir-4728,39726537,39726561,+	0.9806997205332697	0.6988243910211316
hsa-miR-504-3p	1	9	9	0.98	0.7	X:hsa;hsa-mir-504,138667760,138667780,-	0.9806997205332697	0.6988243910211316
hsa-miR-888-5p	1	9	9	0.98	0.7	X:hsa;hsa-mir-888,145994794,145994814,-	0.9806997205332697	0.6988243910211316
hsa-miR-664b-5p	2	8	8	0.87	0.62	X:hsa;hsa-mir-664b,154768596,154768619,+	0.8717330849184619	0.621177236463228
hsa-miR-301a-3p	1	8	8	0.87	0.62	17:hsa;hsa-mir-301a,59151186,59151208,-	0.8717330849184619	0.621177236463228
hsa-miR-2278	1	8	8	0.87	0.62	9:hsa;hsa-mir-2278,94809977,94809998,+	0.8717330849184619	0.621177236463228
hsa-miR-7978	2	8	8	0.87	0.62	4:hsa;hsa-mir-7978,21464700,21464720,-	0.8717330849184619	0.621177236463228
hsa-miR-548s	1	8	8	0.87	0.62	2:hsa;hsa-mir-548s,11767495,11767517,+	0.8717330849184619	0.621177236463228
hsa-miR-7156-5p	1	8	8	0.87	0.62	1:hsa;hsa-mir-7156,77060143,77060165,+	0.8717330849184619	0.621177236463228
hsa-miR-6836-5p	1	8	8	0.87	0.62	7:hsa;hsa-mir-6836,2257520,2257541,-	0.8717330849184619	0.621177236463228
hsa-miR-6845-5p	1	8	8	0.87	0.62	8:hsa;hsa-mir-6845,143837761,143837779,-	0.8717330849184619	0.621177236463228
hsa-miR-383-3p	1	8	8	0.87	0.62	8:hsa;hsa-mir-383,14853487,14853505,-	0.8717330849184619	0.621177236463228
hsa-miR-6875-3p	2	8	8	0.87	0.62	7:hsa;hsa-mir-6875,100868080,100868101,+	0.8717330849184619	0.621177236463228
hsa-miR-1976	1	8	8	0.87	0.62	1:hsa;hsa-mir-1976,26554574,26554593,+	0.8717330849184619	0.621177236463228
hsa-miR-4508	1	8	8	0.87	0.62	15:hsa;hsa-mir-4508,23562070,23562086,-	0.8717330849184619	0.621177236463228
hsa-miR-4671-3p	1	8	8	0.87	0.62	1:hsa;hsa-mir-4671,234306512,234306532,+	0.8717330849184619	0.621177236463228
hsa-miR-5010-5p	1	7	7	0.76	0.54	17:hsa;hsa-mir-5010,42514208,42514229,+	0.7627664493036542	0.5435300819053245
hsa-miR-7703	1	7	7	0.76	0.54	14:hsa;hsa-mir-7703,24143543,24143565,-	0.7627664493036542	0.5435300819053245
hsa-miR-6815-3p	2	7	7	0.76	0.54	21:hsa;hsa-mir-6815,45478306,45478326,+	0.7627664493036542	0.5435300819053245
hsa-miR-4536-3p	1	7	3.5	0.76	0.54	X:hsa;hsa-mir-4536-1,55451562,55451582,-	0.3813832246518271	0.27176504095266224
hsa-miR-4536-3p	1	7	3.5	0.76	0.54	X:hsa;hsa-mir-4536-2,55451562,55451582,+	0.3813832246518271	0.27176504095266224
hsa-miR-378d	1	7	3.5	0.76	0.54	4:hsa;hsa-mir-378d-1,5923305,5923324,-	0.3813832246518271	0.27176504095266224
hsa-miR-3139	1	7	7	0.76	0.54	4:hsa;hsa-mir-3139,143343469,143343491,+	0.7627664493036542	0.5435300819053245
hsa-miR-627-5p	1	7	7	0.76	0.54	15:hsa;hsa-mir-627,42199585,42199606,-	0.7627664493036542	0.5435300819053245
hsa-miR-378d	1	7	3.5	0.76	0.54	8:hsa;hsa-mir-378d-2,93916043,93916062,-	0.3813832246518271	0.27176504095266224
hsa-miR-6868-3p	1	7	7	0.76	0.54	17:hsa;hsa-mir-6868,76098056,76098076,-	0.7627664493036542	0.5435300819053245
hsa-miR-6734-3p	1	6	6	0.65	0.47	1:hsa;hsa-mir-6734,43364693,43364715,-	0.6537998136888464	0.46588292734742104
hsa-miR-34a-3p	1	6	6	0.65	0.47	1:hsa;hsa-mir-34a,9151731,9151752,-	0.6537998136888464	0.46588292734742104
hsa-miR-2277-3p	1	6	6	0.65	0.47	5:hsa;hsa-mir-2277,93620754,93620774,-	0.6537998136888464	0.46588292734742104
hsa-miR-4429	6	6	5.5	0.65	0.47	2:hsa;hsa-mir-4429,11540611,11540630,-	0.5993164958814425	0.4270593500684693
hsa-miR-517a-3p	1	6	3	0.65	0.47	19:hsa;hsa-mir-517a,53712321,53712342,+	0.3268999068444232	0.23294146367371052
hsa-miR-4743-5p	1	6	6	0.65	0.47	18:hsa;hsa-mir-4743,48670602,48670624,+	0.6537998136888464	0.46588292734742104
hsa-miR-6849-3p	1	6	6	0.65	0.47	8:hsa;hsa-mir-6849,144400324,144400345,-	0.6537998136888464	0.46588292734742104
hsa-miR-1292-3p	1	6	6	0.65	0.47	20:hsa;hsa-mir-1292,2652819,2652838,+	0.6537998136888464	0.46588292734742104
hsa-miR-517b-3p	1	6	3	0.65	0.47	19:hsa;hsa-mir-517b,53721118,53721139,+	0.3268999068444232	0.23294146367371052
hsa-miR-4668-5p	1	6	6	0.65	0.47	9:hsa;hsa-mir-4668,111932100,111932122,+	0.6537998136888464	0.46588292734742104
hsa-miR-4503	1	6	6	0.65	0.47	14:hsa;hsa-mir-4503,36952321,36952342,-	0.6537998136888464	0.46588292734742104
hsa-miR-5006-3p	1	6	6	0.65	0.47	13:hsa;hsa-mir-5006,41568355,41568375,-	0.6537998136888464	0.46588292734742104
hsa-miR-642b-3p	1	5	2.5	0.54	0.39	19:hsa;hsa-mir-642b,45674978,45674999,-	0.2724165890370194	0.19411788639475877
hsa-miR-1228-3p	1	5	5	0.54	0.39	12:hsa;hsa-mir-1228,57194555,57194574,+	0.5448331780740387	0.38823577278951754
hsa-miR-4324	2	5	1.67	0.54	0.39	19:hsa;hsa-mir-4324,49308839,49308858,-	0.1816110593580129	0.1294119242631725
hsa-miR-4473	1	5	5	0.54	0.39	9:hsa;hsa-mir-4473,20411204,20411225,-	0.5448331780740387	0.38823577278951754
hsa-miR-6516-3p	1	5	5	0.54	0.39	17:hsa;hsa-mir-6516,77089469,77089490,+	0.5448331780740387	0.38823577278951754
hsa-miR-371a-5p	1	5	5	0.54	0.39	19:hsa;hsa-mir-371a,53787680,53787699,+	0.5448331780740387	0.38823577278951754
hsa-miR-4492	1	5	5	0.54	0.39	11:hsa;hsa-mir-4492,118910765,118910781,+	0.5448331780740387	0.38823577278951754
hsa-miR-33a-3p	1	5	5	0.54	0.39	22:hsa;hsa-mir-33a,41900989,41901010,+	0.5448331780740387	0.38823577278951754
hsa-miR-378a-5p	2	5	5	0.54	0.39	5:hsa;hsa-mir-378a,149732829,149732850,+	0.5448331780740387	0.38823577278951754
hsa-miR-135a-3p	1	5	5	0.54	0.39	3:hsa;hsa-mir-135a-1,52294274,52294295,-	0.5448331780740387	0.38823577278951754
hsa-miR-6881-3p	1	5	5	0.54	0.39	15:hsa;hsa-mir-6881,74411407,74411428,-	0.5448331780740387	0.38823577278951754
hsa-miR-889-5p	1	5	5	0.54	0.39	14:hsa;hsa-mir-889,101047911,101047932,+	0.5448331780740387	0.38823577278951754
hsa-miR-1237-3p	1	4	4	0.44	0.31	11:hsa;hsa-mir-1237,64368683,64368703,+	0.43586654245923095	0.310588618231614
hsa-miR-664b-3p	1	4	4	0.44	0.31	X:hsa;hsa-mir-664b,154768635,154768656,+	0.43586654245923095	0.310588618231614
hsa-miR-6777-5p	1	4	4	0.44	0.31	17:hsa;hsa-mir-6777,17813485,17813507,-	0.43586654245923095	0.310588618231614
hsa-miR-6130	3	4	2	0.44	0.31	21:hsa;hsa-mir-6130,23079354,23079372,+	0.21793327122961548	0.155294309115807
hsa-miR-3130-3p	1	4	2	0.44	0.31	2:hsa;hsa-mir-3130-2,206783277,206783297,+	0.21793327122961548	0.155294309115807
hsa-miR-544a	1	4	4	0.44	0.31	14:hsa;hsa-mir-544a,101048712,101048733,+	0.43586654245923095	0.310588618231614
hsa-miR-509-3p	1	4	1	0.44	0.31	X:hsa;hsa-mir-509-3,147259695,147259716,-	0.10896663561480774	0.0776471545579035
hsa-miR-106a-3p	1	4	4	0.44	0.31	X:hsa;hsa-mir-106a,134170247,134170268,-	0.43586654245923095	0.310588618231614
hsa-miR-1827	1	4	1.33	0.44	0.31	12:hsa;hsa-mir-1827,100189932,100189949,+	0.14528884748641033	0.103529539410538
hsa-miR-6751-5p	1	4	4	0.44	0.31	11:hsa;hsa-mir-6751,65129921,65129943,-	0.43586654245923095	0.310588618231614
hsa-miR-509-3p	1	4	1	0.44	0.31	X:hsa;hsa-mir-509-1,147260586,147260607,-	0.10896663561480774	0.0776471545579035
hsa-miR-656-5p	1	4	4	0.44	0.31	14:hsa;hsa-mir-656,101066731,101066751,+	0.43586654245923095	0.310588618231614
hsa-miR-3143	1	4	4	0.44	0.31	6:hsa;hsa-mir-3143,27147629,27147653,+	0.43586654245923095	0.310588618231614
hsa-miR-3130-3p	1	4	2	0.44	0.31	2:hsa;hsa-mir-3130-1,206783277,206783297,-	0.21793327122961548	0.155294309115807
hsa-miR-5584-3p	1	4	4	0.44	0.31	1:hsa;hsa-mir-5584,44545531,44545552,+	0.43586654245923095	0.310588618231614
hsa-miR-509-3p	1	4	1	0.44	0.31	X:hsa;hsa-mir-509-2,147260589,147260610,-	0.10896663561480774	0.0776471545579035
hsa-miR-509-3p	1	4	1	0.44	0.31	X:hsa;hsa-mir-509-2,147258814,147258835,-	0.10896663561480774	0.0776471545579035
hsa-miR-6880-5p	1	3	3	0.33	0.23	12:hsa;hsa-mir-6880,124337186,124337207,-	0.3268999068444232	0.23294146367371052
