name	unique reads 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35	181003-190524_Brain_S35 (mult. map. adj.)	PM181003-190524_Brain_S35(lib)	181003-190524_Brain_S35 (total)	coordinateString 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35 (lib)	181003-190524_Brain_S35 (total)
hsa-miR-6509-3p	5	38	38	1.5	1.18	7:hsa;hsa-mir-6509,135207045,135207066,-	1.5022118884100084	1.1837747348952057
hsa-miR-6738-3p	5	37	37	1.46	1.15	1:hsa;hsa-mir-6738,155951313,155951336,-	1.462679996609745	1.1526227681874373
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-1,8249515,8249537,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-4,8205325,8205347,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-1,8205325,8205347,+	0.09141749978810906	0.07203892301171483
hsa-miR-6800-3p	2	37	37	1.46	1.15	19:hsa;hsa-mir-6800,49832076,49832096,+	1.462679996609745	1.1526227681874373
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-4,8249515,8249537,+	0.09141749978810906	0.07203892301171483
hsa-miR-495-5p	3	37	37	1.46	1.15	14:hsa;hsa-mir-495,101033768,101033789,+	1.462679996609745	1.1526227681874373
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-1,8388372,8388394,+	0.09141749978810906	0.07203892301171483
hsa-miR-642b-3p	4	37	19.5	1.46	1.15	19:hsa;hsa-mir-642b,45674978,45674999,-	0.7708718901051358	0.6074633508014872
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-1,8432540,8432562,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-2,8249515,8249537,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-3,8249515,8249537,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-4,8388372,8388394,+	0.09141749978810906	0.07203892301171483
hsa-miR-99a-3p	3	37	37	1.46	1.15	21:hsa;hsa-mir-99a,16539138,16539159,+	1.462679996609745	1.1526227681874373
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-3,8205325,8205347,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-3,8432540,8432562,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-2,8388372,8388394,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-2,8205325,8205347,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-2,8432540,8432562,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-3,8388372,8388394,+	0.09141749978810906	0.07203892301171483
hsa-miR-6724-5p	3	37	2.31	1.46	1.15	21:hsa;hsa-mir-6724-4,8432540,8432562,+	0.09141749978810906	0.07203892301171483
hsa-miR-502-5p	2	36	36	1.42	1.12	X:hsa;hsa-mir-502,50014613,50014633,+	1.4231481048094816	1.1214708014796686
hsa-miR-3613-3p	4	36	36	1.42	1.12	13:hsa;hsa-mir-3613,49996467,49996490,-	1.4231481048094816	1.1214708014796686
hsa-miR-1276	1	35	35	1.38	1.09	15:hsa;hsa-mir-1276,85770507,85770526,-	1.3836162130092182	1.0903188347719002
hsa-miR-509-3-5p	5	35	35	1.38	1.09	X:hsa;hsa-mir-509-3,147259661,147259682,-	1.3836162130092182	1.0903188347719002
hsa-miR-376b-3p	2	35	34.33	1.38	1.09	14:hsa;hsa-mir-376b,101040497,101040518,+	1.3572616184757094	1.0695508569667211
hsa-miR-6760-3p	2	35	35	1.38	1.09	12:hsa;hsa-mir-6760,111304189,111304209,+	1.3836162130092182	1.0903188347719002
hsa-miR-5191	2	35	35	1.38	1.09	1:hsa;hsa-mir-5191,201719579,201719600,+	1.3836162130092182	1.0903188347719002
hsa-miR-4775	2	35	35	1.38	1.09	2:hsa;hsa-mir-4775,207754816,207754837,+	1.3836162130092182	1.0903188347719002
hsa-miR-6852-5p	1	34	34	1.34	1.06	9:hsa;hsa-mir-6852,35710681,35710701,-	1.3440843212089548	1.0591668680641315
hsa-miR-6735-3p	3	34	34	1.34	1.06	1:hsa;hsa-mir-6735,43448590,43448611,+	1.3440843212089548	1.0591668680641315
hsa-miR-3928-3p	2	34	34	1.34	1.06	22:hsa;hsa-mir-3928,31160098,31160119,-	1.3440843212089548	1.0591668680641315
hsa-miR-3612	3	34	34	1.34	1.06	12:hsa;hsa-mir-3612,128294105,128294126,+	1.3440843212089548	1.0591668680641315
hsa-miR-4470	1	33	33	1.3	1.03	8:hsa;hsa-mir-4470,61714832,61714852,+	1.3045524294086914	1.0280149013563629
hsa-miR-26a-1-3p	3	33	33	1.3	1.03	3:hsa;hsa-mir-26a-1,37969452,37969473,+	1.3045524294086914	1.0280149013563629
hsa-miR-1909-3p	3	33	33	1.3	1.03	19:hsa;hsa-mir-1909,1816207,1816228,-	1.3045524294086914	1.0280149013563629
hsa-miR-3085-3p	3	33	33	1.3	1.03	10:hsa;hsa-mir-3085,97875866,97875886,-	1.3045524294086914	1.0280149013563629
hsa-miR-3158-3p	1	33	16.5	1.3	1.03	10:hsa;hsa-mir-3158-1,101601466,101601487,+	0.6522762147043457	0.5140074506781814
hsa-miR-1273h-3p	2	33	33	1.3	1.03	16:hsa;hsa-mir-1273h,24203186,24203207,+	1.3045524294086914	1.0280149013563629
hsa-miR-3158-3p	1	33	16.5	1.3	1.03	10:hsa;hsa-mir-3158-2,101601466,101601487,-	0.6522762147043457	0.5140074506781814
hsa-miR-570-3p	1	33	33	1.3	1.03	3:hsa;hsa-mir-570,195699460,195699481,+	1.3045524294086914	1.0280149013563629
hsa-miR-106a-3p	3	33	33	1.3	1.03	X:hsa;hsa-mir-106a,134170247,134170268,-	1.3045524294086914	1.0280149013563629
hsa-miR-9983-3p	3	32	32	1.27	1	6:hsa;hsa-mir-9983,39074360,39074381,+	1.265020537608428	0.9968629346485943
hsa-miR-3064-3p	2	32	32	1.27	1	17:hsa;hsa-mir-3064,64500816,64500838,-	1.265020537608428	0.9968629346485943
hsa-miR-4738-3p	2	32	32	1.27	1	17:hsa;hsa-mir-4738,75784577,75784598,-	1.265020537608428	0.9968629346485943
hsa-miR-6779-5p	1	32	32	1.27	1	17:hsa;hsa-mir-6779,38914984,38915004,+	1.265020537608428	0.9968629346485943
hsa-miR-6755-5p	3	32	32	1.27	1	11:hsa;hsa-mir-6755,86278338,86278359,+	1.265020537608428	0.9968629346485943
hsa-miR-6877-5p	3	31	31	1.23	0.97	9:hsa;hsa-mir-6877,133052001,133052022,+	1.2254886458081646	0.9657109679408258
hsa-miR-6505-3p	2	31	31	1.23	0.97	12:hsa;hsa-mir-6505,48132847,48132867,+	1.2254886458081646	0.9657109679408258
hsa-miR-374c-3p	2	31	31	1.23	0.97	X:hsa;hsa-mir-374c,74218587,74218608,+	1.2254886458081646	0.9657109679408258
hsa-miR-548n	4	31	23	1.23	0.97	7:hsa;hsa-mir-548n,34940769,34940790,-	0.9092335114060577	0.7164952342786772
hsa-miR-4804-5p	2	31	31	1.23	0.97	5:hsa;hsa-mir-4804,72878600,72878620,+	1.2254886458081646	0.9657109679408258
hsa-miR-3174	3	31	31	1.23	0.97	15:hsa;hsa-mir-3174,90006764,90006786,+	1.2254886458081646	0.9657109679408258
hsa-miR-4484	1	31	31	1.23	0.97	10:hsa;hsa-mir-4484,125819803,125819822,+	1.2254886458081646	0.9657109679408258
hsa-miR-2116-5p	2	31	31	1.23	0.97	15:hsa;hsa-mir-2116,59171196,59171216,-	1.2254886458081646	0.9657109679408258
hsa-miR-323b-5p	1	31	31	1.23	0.97	14:hsa;hsa-mir-323b,101056233,101056255,+	1.2254886458081646	0.9657109679408258
hsa-miR-4688	3	31	31	1.23	0.97	11:hsa;hsa-mir-4688,46376456,46376477,+	1.2254886458081646	0.9657109679408258
hsa-miR-6735-5p	3	30	30	1.19	0.93	1:hsa;hsa-mir-6735,43448544,43448568,+	1.1859567540079012	0.9345590012330572
hsa-miR-1291	3	30	30	1.19	0.93	12:hsa;hsa-mir-1291,48654457,48654480,-	1.1859567540079012	0.9345590012330572
hsa-miR-517c-3p	2	30	29.33	1.19	0.93	19:hsa;hsa-mir-517c,53741369,53741390,+	1.1596021594743924	0.9137910234278781
hsa-miR-6881-5p	3	30	30	1.19	0.93	15:hsa;hsa-mir-6881,74411362,74411383,-	1.1859567540079012	0.9345590012330572
hsa-miR-3157-5p	2	30	30	1.19	0.93	10:hsa;hsa-mir-3157,96064324,96064345,-	1.1859567540079012	0.9345590012330572
hsa-miR-6849-3p	4	30	30	1.19	0.93	8:hsa;hsa-mir-6849,144400324,144400345,-	1.1859567540079012	0.9345590012330572
hsa-miR-10399-5p	3	29	29	1.15	0.9	7:hsa;hsa-mir-10399,139044100,139044120,-	1.1464248622076378	0.9034070345252886
hsa-miR-2276-3p	2	29	29	1.15	0.9	13:hsa;hsa-mir-2276,24162469,24162490,+	1.1464248622076378	0.9034070345252886
hsa-miR-3940-3p	3	29	29	1.15	0.9	19:hsa;hsa-mir-3940,6416466,6416487,-	1.1464248622076378	0.9034070345252886
hsa-miR-511-5p	2	29	29	1.15	0.9	10:hsa;hsa-mir-511,17845122,17845142,+	1.1464248622076378	0.9034070345252886
hsa-miR-6766-3p	2	29	29	1.15	0.9	15:hsa;hsa-mir-6766,89326786,89326807,-	1.1464248622076378	0.9034070345252886
hsa-miR-4429	9	29	26.79	1.15	0.9	2:hsa;hsa-mir-4429,11540611,11540630,-	1.0591252678153897	0.834613108045633
hsa-miR-4536-5p	2	28	14	1.11	0.87	X:hsa;hsa-mir-4536-1,55451496,55451516,-	0.5534464852036872	0.43612753390876
hsa-miR-5001-3p	3	28	28	1.11	0.87	2:hsa;hsa-mir-5001,232550533,232550554,-	1.1068929704073744	0.87225506781752
hsa-miR-548o-3p	1	28	14	1.11	0.87	20:hsa;hsa-mir-548o-2,38516607,38516628,+	0.5534464852036872	0.43612753390876
hsa-miR-548o-3p	1	28	14	1.11	0.87	7:hsa;hsa-mir-548o,102405828,102405849,-	0.5534464852036872	0.43612753390876
hsa-miR-4536-5p	2	28	14	1.11	0.87	X:hsa;hsa-mir-4536-2,55451496,55451516,+	0.5534464852036872	0.43612753390876
hsa-miR-6820-5p	3	28	28	1.11	0.87	22:hsa;hsa-mir-6820,37967568,37967586,+	1.1068929704073744	0.87225506781752
hsa-miR-6796-5p	2	28	28	1.11	0.87	19:hsa;hsa-mir-6796,40369851,40369873,+	1.1068929704073744	0.87225506781752
hsa-miR-3937	1	28	28	1.11	0.87	X:hsa;hsa-mir-3937,39661276,39661298,+	1.1068929704073744	0.87225506781752
hsa-miR-5088-3p	2	28	28	1.11	0.87	19:hsa;hsa-mir-5088,49682174,49682194,+	1.1068929704073744	0.87225506781752
hsa-miR-5006-3p	3	28	28	1.11	0.87	13:hsa;hsa-mir-5006,41568355,41568375,-	1.1068929704073744	0.87225506781752
hsa-miR-497-3p	1	27	27	1.07	0.84	17:hsa;hsa-mir-497,7017974,7017995,-	1.0673610786071113	0.8411031011097515
hsa-miR-548ba	1	27	27	1.07	0.84	2:hsa;hsa-mir-548ba,49059603,49059624,+	1.0673610786071113	0.8411031011097515
hsa-miR-6501-3p	3	27	27	1.07	0.84	21:hsa;hsa-mir-6501,33550705,33550727,+	1.0673610786071113	0.8411031011097515
hsa-miR-3620-3p	3	27	27	1.07	0.84	1:hsa;hsa-mir-3620,228097320,228097341,+	1.0673610786071113	0.8411031011097515
hsa-miR-1269a	1	27	27	1.07	0.84	4:hsa;hsa-mir-1269a,66276890,66276911,+	1.0673610786071113	0.8411031011097515
hsa-miR-190a-3p	2	27	27	1.07	0.84	15:hsa;hsa-mir-190a,62824008,62824028,+	1.0673610786071113	0.8411031011097515
hsa-miR-10396b-3p	1	27	27	1.07	0.84	21:hsa;hsa-mir-10396b,8436353,8436374,+	1.0673610786071113	0.8411031011097515
hsa-miR-4648	2	27	27	1.07	0.84	7:hsa;hsa-mir-4648,2527074,2527093,+	1.0673610786071113	0.8411031011097515
hsa-miR-4723-3p	2	27	27	1.07	0.84	17:hsa;hsa-mir-4723,28360712,28360733,+	1.0673610786071113	0.8411031011097515
hsa-miR-6754-3p	1	27	27	1.07	0.84	11:hsa;hsa-mir-6754,71473546,71473567,+	1.0673610786071113	0.8411031011097515
hsa-miR-6761-5p	1	27	27	1.07	0.84	12:hsa;hsa-mir-6761,111799839,111799859,+	1.0673610786071113	0.8411031011097515
hsa-miR-135a-3p	1	27	27	1.07	0.84	3:hsa;hsa-mir-135a-1,52294274,52294295,-	1.0673610786071113	0.8411031011097515
hsa-miR-6833-3p	2	27	27	1.07	0.84	6:hsa;hsa-mir-6833,32179856,32179876,+	1.0673610786071113	0.8411031011097515
hsa-miR-6764-5p	1	26	26	1.03	0.81	14:hsa;hsa-mir-6764,100277362,100277383,+	1.0278291868068479	0.8099511344019829
hsa-miR-3130-5p	1	26	13	1.03	0.81	2:hsa;hsa-mir-3130-2,206783246,206783266,+	0.5139145934034239	0.4049755672009914
hsa-miR-3663-5p	1	26	26	1.03	0.81	10:hsa;hsa-mir-3663,117167698,117167718,-	1.0278291868068479	0.8099511344019829
hsa-miR-224-3p	2	26	26	1.03	0.81	X:hsa;hsa-mir-224,151958630,151958652,-	1.0278291868068479	0.8099511344019829
hsa-miR-3192-5p	1	26	26	1.03	0.81	20:hsa;hsa-mir-3192,18470624,18470646,+	1.0278291868068479	0.8099511344019829
hsa-miR-3130-5p	1	26	13	1.03	0.81	2:hsa;hsa-mir-3130-1,206783246,206783266,-	0.5139145934034239	0.4049755672009914
hsa-miR-6740-5p	1	25	25	0.99	0.78	1:hsa;hsa-mir-6740,202003129,202003150,+	0.9882972950065845	0.7787991676942143
hsa-miR-4797-3p	2	25	25	0.99	0.78	3:hsa;hsa-mir-4797,197293918,197293938,-	0.9882972950065845	0.7787991676942143
hsa-miR-4433a-5p	1	25	25	0.99	0.78	2:hsa;hsa-mir-4433a,64340770,64340790,+	0.9882972950065845	0.7787991676942143
hsa-miR-5682	2	25	25	0.99	0.78	3:hsa;hsa-mir-5682,121049684,121049705,+	0.9882972950065845	0.7787991676942143
hsa-miR-181b-2-3p	1	25	25	0.99	0.78	9:hsa;hsa-mir-181b-2,124693763,124693782,+	0.9882972950065845	0.7787991676942143
hsa-miR-12135	2	25	25	0.99	0.78	15:hsa;hsa-mir-12135,73299962,73299979,+	0.9882972950065845	0.7787991676942143
hsa-miR-4750-5p	3	25	25	0.99	0.78	19:hsa;hsa-mir-4750,49888177,49888198,+	0.9882972950065845	0.7787991676942143
hsa-miR-3187-3p	1	24	24	0.95	0.75	19:hsa;hsa-mir-3187,813627,813646,+	0.9487654032063211	0.7476472009864458
hsa-miR-629-3p	1	24	24	0.95	0.75	15:hsa;hsa-mir-629,70079432,70079453,-	0.9487654032063211	0.7476472009864458
hsa-miR-219a-1-3p	2	24	24	0.95	0.75	6:hsa;hsa-mir-219a-1,33207896,33207917,+	0.9487654032063211	0.7476472009864458
hsa-miR-1256	1	24	24	0.95	0.75	1:hsa;hsa-mir-1256,20988348,20988369,-	0.9487654032063211	0.7476472009864458
hsa-miR-1225-5p	3	24	24	0.95	0.75	16:hsa;hsa-mir-1225,2090195,2090216,-	0.9487654032063211	0.7476472009864458
hsa-miR-548ao-5p	3	24	24	0.95	0.75	8:hsa;hsa-mir-548ao,41271068,41271089,-	0.9487654032063211	0.7476472009864458
hsa-miR-206	3	24	22	0.95	0.75	6:hsa;hsa-mir-206,52144401,52144422,+	0.8697016196057943	0.6853432675709086
hsa-miR-7113-5p	1	24	24	0.95	0.75	11:hsa;hsa-mir-7113,68032865,68032885,+	0.9487654032063211	0.7476472009864458
hsa-miR-6828-5p	2	24	24	0.95	0.75	3:hsa;hsa-mir-6828,170423108,170423129,+	0.9487654032063211	0.7476472009864458
hsa-miR-130a-5p	1	24	24	0.95	0.75	11:hsa;hsa-mir-130a,57641212,57641233,+	0.9487654032063211	0.7476472009864458
hsa-miR-6884-5p	3	24	24	0.95	0.75	17:hsa;hsa-mir-6884,40026337,40026358,-	0.9487654032063211	0.7476472009864458
hsa-miR-3691-5p	2	24	24	0.95	0.75	6:hsa;hsa-mir-3691,5148247,5148269,-	0.9487654032063211	0.7476472009864458
hsa-miR-5090	2	23	23	0.91	0.72	7:hsa;hsa-mir-5090,102465752,102465774,+	0.9092335114060577	0.7164952342786772
hsa-miR-652-5p	3	23	23	0.91	0.72	X:hsa;hsa-mir-652,110055349,110055373,+	0.9092335114060577	0.7164952342786772
hsa-miR-6862-3p	2	23	5.75	0.91	0.72	16:hsa;hsa-mir-6862-1,28391026,28391049,-	0.22730837785151442	0.1791238085696693
hsa-miR-665	3	23	23	0.91	0.72	14:hsa;hsa-mir-665,100875075,100875094,+	0.9092335114060577	0.7164952342786772
hsa-miR-378g	4	23	23	0.91	0.72	1:hsa;hsa-mir-378g,94745861,94745880,-	0.9092335114060577	0.7164952342786772
hsa-miR-548q	1	23	23	0.91	0.72	10:hsa;hsa-mir-548q,12725261,12725282,-	0.9092335114060577	0.7164952342786772
hsa-miR-376a-2-5p	1	23	23	0.91	0.72	14:hsa;hsa-mir-376a-2,101040080,101040100,+	0.9092335114060577	0.7164952342786772
hsa-miR-6862-3p	2	23	5.75	0.91	0.72	16:hsa;hsa-mir-6862-2,28724296,28724319,+	0.22730837785151442	0.1791238085696693
hsa-miR-6862-3p	2	23	5.75	0.91	0.72	16:hsa;hsa-mir-6862-1,28724296,28724319,+	0.22730837785151442	0.1791238085696693
hsa-miR-6862-3p	2	23	5.75	0.91	0.72	16:hsa;hsa-mir-6862-2,28391026,28391049,-	0.22730837785151442	0.1791238085696693
hsa-miR-214-5p	2	23	23	0.91	0.72	1:hsa;hsa-mir-214,172138827,172138848,-	0.9092335114060577	0.7164952342786772
hsa-miR-589-3p	1	22	22	0.87	0.69	7:hsa;hsa-mir-589,5495879,5495902,-	0.8697016196057943	0.6853432675709086
hsa-miR-147b-5p	1	22	22	0.87	0.69	15:hsa;hsa-mir-147b,45433061,45433082,+	0.8697016196057943	0.6853432675709086
hsa-miR-1197	3	22	22	0.87	0.69	14:hsa;hsa-mir-1197,101025620,101025640,+	0.8697016196057943	0.6853432675709086
hsa-miR-2277-3p	1	22	22	0.87	0.69	5:hsa;hsa-mir-2277,93620754,93620774,-	0.8697016196057943	0.6853432675709086
hsa-miR-6734-3p	2	22	22	0.87	0.69	1:hsa;hsa-mir-6734,43364693,43364715,-	0.8697016196057943	0.6853432675709086
hsa-miR-556-3p	2	22	22	0.87	0.69	1:hsa;hsa-mir-556,162342600,162342621,+	0.8697016196057943	0.6853432675709086
hsa-miR-365a-5p	3	21	21	0.83	0.65	16:hsa;hsa-mir-365a,14309300,14309322,+	0.8301697278055309	0.65419130086314
hsa-miR-3188	1	21	21	0.83	0.65	19:hsa;hsa-mir-3188,18282129,18282151,+	0.8301697278055309	0.65419130086314
hsa-miR-1304-5p	1	21	21	0.83	0.65	11:hsa;hsa-mir-1304,93733693,93733714,-	0.8301697278055309	0.65419130086314
hsa-miR-150-3p	2	21	21	0.83	0.65	19:hsa;hsa-mir-150,49500835,49500856,-	0.8301697278055309	0.65419130086314
hsa-miR-146a-3p	1	21	21	0.83	0.65	5:hsa;hsa-mir-146a,160485408,160485429,+	0.8301697278055309	0.65419130086314
hsa-miR-4677-5p	1	21	21	0.83	0.65	1:hsa;hsa-mir-4677,243346188,243346209,+	0.8301697278055309	0.65419130086314
hsa-miR-12125	1	21	21	0.83	0.65	5:hsa;hsa-mir-12125,168165895,168165916,+	0.8301697278055309	0.65419130086314
hsa-miR-3648	2	21	5.25	0.83	0.65	21:hsa;hsa-mir-3648-2,8987026,8987046,+	0.20754243195138272	0.163547825215785
hsa-miR-4435	1	21	5.25	0.83	0.65	2:hsa;hsa-mir-4435-2,87629764,87629785,+	0.20754243195138272	0.163547825215785
hsa-miR-4435	1	21	5.25	0.83	0.65	2:hsa;hsa-mir-4435-1,87629764,87629785,+	0.20754243195138272	0.163547825215785
hsa-miR-3648	2	21	5.25	0.83	0.65	21:hsa;hsa-mir-3648-1,8208500,8208520,+	0.20754243195138272	0.163547825215785
hsa-miR-4435	1	21	5.25	0.83	0.65	2:hsa;hsa-mir-4435-2,111321017,111321038,-	0.20754243195138272	0.163547825215785
hsa-miR-3648	2	21	5.25	0.83	0.65	21:hsa;hsa-mir-3648-2,8208500,8208520,+	0.20754243195138272	0.163547825215785
hsa-miR-3648	2	21	5.25	0.83	0.65	21:hsa;hsa-mir-3648-1,8987026,8987046,+	0.20754243195138272	0.163547825215785
hsa-miR-5004-5p	1	21	21	0.83	0.65	6:hsa;hsa-mir-5004,33438351,33438372,+	0.8301697278055309	0.65419130086314
hsa-miR-6813-5p	1	21	21	0.83	0.65	20:hsa;hsa-mir-6813,64076960,64076982,-	0.8301697278055309	0.65419130086314
hsa-miR-4286	2	21	21	0.83	0.65	8:hsa;hsa-mir-4286,10666988,10667004,+	0.8301697278055309	0.65419130086314
hsa-miR-4482-5p	1	21	21	0.83	0.65	10:hsa;hsa-mir-4482,104268343,104268364,-	0.8301697278055309	0.65419130086314
hsa-miR-4754	2	21	21	0.83	0.65	19:hsa;hsa-mir-4754,58386779,58386801,-	0.8301697278055309	0.65419130086314
hsa-miR-4421	2	21	21	0.83	0.65	1:hsa;hsa-mir-4421,51059879,51059900,+	0.8301697278055309	0.65419130086314
hsa-miR-4435	1	21	5.25	0.83	0.65	2:hsa;hsa-mir-4435-1,111321021,111321042,-	0.20754243195138272	0.163547825215785
hsa-miR-202-5p	3	21	21	0.83	0.65	10:hsa;hsa-mir-202,133247538,133247559,-	0.8301697278055309	0.65419130086314
hsa-miR-27a-5p	1	21	21	0.83	0.65	19:hsa;hsa-mir-27a,13836449,13836470,-	0.8301697278055309	0.65419130086314
hsa-miR-19b-1-5p	2	20	20	0.79	0.62	13:hsa;hsa-mir-19b-1,91351207,91351229,+	0.7906378360052675	0.6230393341553715
hsa-miR-371b-5p	3	20	20	0.79	0.62	19:hsa;hsa-mir-371b,53787683,53787704,-	0.7906378360052675	0.6230393341553715
hsa-miR-4695-3p	1	20	20	0.79	0.62	1:hsa;hsa-mir-4695,18883252,18883273,-	0.7906378360052675	0.6230393341553715
hsa-miR-6818-3p	3	20	20	0.79	0.62	22:hsa;hsa-mir-6818,30007092,30007113,+	0.7906378360052675	0.6230393341553715
hsa-miR-4763-5p	1	20	20	0.79	0.62	22:hsa;hsa-mir-4763,46113584,46113604,+	0.7906378360052675	0.6230393341553715
hsa-miR-7976	2	20	20	0.79	0.62	3:hsa;hsa-mir-7976,127587111,127587129,-	0.7906378360052675	0.6230393341553715
hsa-miR-6868-3p	3	20	20	0.79	0.62	17:hsa;hsa-mir-6868,76098056,76098076,-	0.7906378360052675	0.6230393341553715
hsa-miR-412-3p	2	20	20	0.79	0.62	14:hsa;hsa-mir-412,101065500,101065522,+	0.7906378360052675	0.6230393341553715
hsa-miR-892b	4	19	19	0.75	0.59	X:hsa;hsa-mir-892b,145997243,145997264,-	0.7511059442050042	0.5918873674476028
hsa-miR-767-3p	2	19	19	0.75	0.59	X:hsa;hsa-mir-767,152393481,152393503,-	0.7511059442050042	0.5918873674476028
hsa-miR-6804-5p	1	19	19	0.75	0.59	19:hsa;hsa-mir-6804,55230890,55230910,-	0.7511059442050042	0.5918873674476028
hsa-miR-6785-3p	1	19	19	0.75	0.59	17:hsa;hsa-mir-6785,75498608,75498628,+	0.7511059442050042	0.5918873674476028
hsa-miR-6715a-3p	2	19	19	0.75	0.59	10:hsa;hsa-mir-6715a,112299660,112299680,+	0.7511059442050042	0.5918873674476028
hsa-miR-6513-3p	3	19	19	0.75	0.59	2:hsa;hsa-mir-6513,218280166,218280186,-	0.7511059442050042	0.5918873674476028
hsa-miR-410-5p	2	19	19	0.75	0.59	14:hsa;hsa-mir-410,101065925,101065945,+	0.7511059442050042	0.5918873674476028
hsa-miR-3663-3p	2	19	19	0.75	0.59	10:hsa;hsa-mir-3663,117167735,117167757,-	0.7511059442050042	0.5918873674476028
hsa-miR-3145-5p	2	19	19	0.75	0.59	6:hsa;hsa-mir-3145,138435224,138435245,-	0.7511059442050042	0.5918873674476028
hsa-miR-3175	2	19	19	0.75	0.59	15:hsa;hsa-mir-3175,92904408,92904429,+	0.7511059442050042	0.5918873674476028
hsa-miR-363-5p	2	19	19	0.75	0.59	X:hsa;hsa-mir-363,134169384,134169405,-	0.7511059442050042	0.5918873674476028
hsa-miR-10401-3p	1	18	4.5	0.71	0.56	21:hsa;hsa-mir-10401,8433832,8433852,+	0.1778935131011852	0.14018385018495857
hsa-miR-10401-3p	1	18	4.5	0.71	0.56	21:hsa;hsa-mir-10401,8250807,8250827,+	0.1778935131011852	0.14018385018495857
hsa-miR-148a-5p	2	18	18	0.71	0.56	7:hsa;hsa-mir-148a,25949924,25949945,-	0.7115740524047408	0.5607354007398343
hsa-miR-20b-3p	1	18	18	0.71	0.56	X:hsa;hsa-mir-20b,134169852,134169873,-	0.7115740524047408	0.5607354007398343
hsa-miR-9901	3	18	18	0.71	0.56	16:hsa;hsa-mir-9901,34163601,34163621,+	0.7115740524047408	0.5607354007398343
hsa-miR-508-5p	2	18	18	0.71	0.56	X:hsa;hsa-mir-508,147236938,147236960,-	0.7115740524047408	0.5607354007398343
hsa-miR-10401-3p	1	18	4.5	0.71	0.56	21:hsa;hsa-mir-10401,8389645,8389665,+	0.1778935131011852	0.14018385018495857
hsa-miR-4482-3p	1	18	18	0.71	0.56	10:hsa;hsa-mir-4482,104268379,104268400,-	0.7115740524047408	0.5607354007398343
hsa-miR-4523	1	18	18	0.71	0.56	17:hsa;hsa-mir-4523,29390668,29390688,+	0.7115740524047408	0.5607354007398343
hsa-miR-383-3p	2	18	18	0.71	0.56	8:hsa;hsa-mir-383,14853487,14853505,-	0.7115740524047408	0.5607354007398343
hsa-miR-6816-3p	2	18	18	0.71	0.56	22:hsa;hsa-mir-6816,20114727,20114744,-	0.7115740524047408	0.5607354007398343
hsa-miR-10401-3p	1	18	4.5	0.71	0.56	21:hsa;hsa-mir-10401,8206598,8206618,+	0.1778935131011852	0.14018385018495857
hsa-miR-7110-3p	1	18	18	0.71	0.56	3:hsa;hsa-mir-7110,123161858,123161879,+	0.7115740524047408	0.5607354007398343
hsa-miR-6837-3p	2	17	17	0.67	0.53	7:hsa;hsa-mir-6837,44051807,44051829,+	0.6720421606044774	0.5295834340320658
hsa-miR-552-3p	1	17	17	0.67	0.53	1:hsa;hsa-mir-552,34669659,34669679,-	0.6720421606044774	0.5295834340320658
hsa-miR-1910-5p	3	17	17	0.67	0.53	16:hsa;hsa-mir-1910,85741632,85741652,-	0.6720421606044774	0.5295834340320658
hsa-miR-4428	1	17	17	0.67	0.53	1:hsa;hsa-mir-4428,237471164,237471185,+	0.6720421606044774	0.5295834340320658
hsa-miR-7156-5p	1	17	17	0.67	0.53	1:hsa;hsa-mir-7156,77060143,77060165,+	0.6720421606044774	0.5295834340320658
