name	unique reads 181023-190319_Brain_S29	181023-190319_Brain_S29	181023-190319_Brain_S29 (mult. map. adj.)	PM181023-190319_Brain_S29(lib)	181023-190319_Brain_S29 (total)	coordinateString 181023-190319_Brain_S29	181023-190319_Brain_S29 (lib)	181023-190319_Brain_S29 (total)
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-1,8205325,8205347,+	0.09373304513418208	0.07174965032531955
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-1,8249515,8249537,+	0.09373304513418208	0.07174965032531955
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-1,8388372,8388394,+	0.09373304513418208	0.07174965032531955
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-3,8249515,8249537,+	0.09373304513418208	0.07174965032531955
hsa-miR-656-5p	2	39	39	1.5	1.15	14:hsa;hsa-mir-656,101066731,101066751,+	1.4997287221469133	1.1479944052051128
hsa-miR-4482-3p	1	39	39	1.5	1.15	10:hsa;hsa-mir-4482,104268379,104268400,-	1.4997287221469133	1.1479944052051128
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-3,8432540,8432562,+	0.09373304513418208	0.07174965032531955
hsa-miR-550a-3p	2	39	13	1.5	1.15	7:hsa;hsa-mir-550a-3,29680793,29680814,-	0.4999095740489711	0.38266480173503753
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-1,8432540,8432562,+	0.09373304513418208	0.07174965032531955
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-3,8388372,8388394,+	0.09373304513418208	0.07174965032531955
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-4,8388372,8388394,+	0.09373304513418208	0.07174965032531955
hsa-miR-550a-3p	2	39	13	1.5	1.15	7:hsa;hsa-mir-550a-2,32733041,32733062,+	0.4999095740489711	0.38266480173503753
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-2,8432540,8432562,+	0.09373304513418208	0.07174965032531955
hsa-miR-550a-3p	2	39	13	1.5	1.15	7:hsa;hsa-mir-550a-1,30289854,30289875,+	0.4999095740489711	0.38266480173503753
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-4,8432540,8432562,+	0.09373304513418208	0.07174965032531955
hsa-miR-1269a	4	39	39	1.5	1.15	4:hsa;hsa-mir-1269a,66276890,66276911,+	1.4997287221469133	1.1479944052051128
hsa-miR-337-5p	2	39	39	1.5	1.15	14:hsa;hsa-mir-337,100874515,100874535,+	1.4997287221469133	1.1479944052051128
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-3,8205325,8205347,+	0.09373304513418208	0.07174965032531955
hsa-miR-548s	1	39	39	1.5	1.15	2:hsa;hsa-mir-548s,11767495,11767517,+	1.4997287221469133	1.1479944052051128
hsa-miR-7977	1	39	39	1.5	1.15	3:hsa;hsa-mir-7977,176515103,176515120,+	1.4997287221469133	1.1479944052051128
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-2,8249515,8249537,+	0.09373304513418208	0.07174965032531955
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-4,8205325,8205347,+	0.09373304513418208	0.07174965032531955
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-2,8205325,8205347,+	0.09373304513418208	0.07174965032531955
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-2,8388372,8388394,+	0.09373304513418208	0.07174965032531955
hsa-miR-6724-5p	2	39	2.44	1.5	1.15	21:hsa;hsa-mir-6724-4,8249515,8249537,+	0.09373304513418208	0.07174965032531955
hsa-miR-197-5p	1	38	38	1.46	1.12	1:hsa;hsa-mir-197,109598901,109598923,+	1.4612741395277615	1.1185586512254944
hsa-miR-513a-5p	2	38	19	1.46	1.12	X:hsa;hsa-mir-513a-1,147213499,147213516,-	0.7306370697638808	0.5592793256127472
hsa-miR-450a-2-3p	1	38	38	1.46	1.12	X:hsa;hsa-mir-450a-2,134540565,134540586,-	1.4612741395277615	1.1185586512254944
hsa-miR-4653-5p	3	38	38	1.46	1.12	7:hsa;hsa-mir-4653,101159482,101159503,+	1.4612741395277615	1.1185586512254944
hsa-miR-629-3p	4	38	38	1.46	1.12	15:hsa;hsa-mir-629,70079432,70079453,-	1.4612741395277615	1.1185586512254944
hsa-miR-6747-3p	1	38	38	1.46	1.12	11:hsa;hsa-mir-6747,62567051,62567071,-	1.4612741395277615	1.1185586512254944
hsa-miR-3151-5p	2	38	38	1.46	1.12	8:hsa;hsa-mir-3151,103154623,103154643,+	1.4612741395277615	1.1185586512254944
hsa-miR-513a-5p	2	38	19	1.46	1.12	X:hsa;hsa-mir-513a-2,147225861,147225878,-	0.7306370697638808	0.5592793256127472
hsa-miR-2277-3p	2	37	37	1.42	1.09	5:hsa;hsa-mir-2277,93620754,93620774,-	1.42281955690861	1.0891228972458762
hsa-miR-10399-5p	3	37	37	1.42	1.09	7:hsa;hsa-mir-10399,139044100,139044120,-	1.42281955690861	1.0891228972458762
hsa-miR-6858-3p	1	37	37	1.42	1.09	X:hsa;hsa-mir-6858,154450361,154450382,+	1.42281955690861	1.0891228972458762
hsa-miR-200a-3p	2	37	37	1.42	1.09	1:hsa;hsa-mir-200a,1167916,1167937,+	1.42281955690861	1.0891228972458762
hsa-let-7g-3p	1	36	36	1.38	1.06	3:hsa;hsa-let-7g,52268339,52268359,-	1.3843649742894584	1.0596871432662578
hsa-miR-455-5p	1	36	36	1.38	1.06	9:hsa;hsa-mir-455,114209449,114209470,+	1.3843649742894584	1.0596871432662578
hsa-miR-618	2	36	36	1.38	1.06	12:hsa;hsa-mir-618,80935751,80935773,-	1.3843649742894584	1.0596871432662578
hsa-miR-6721-5p	2	36	36	1.38	1.06	6:hsa;hsa-mir-6721,32170040,32170062,-	1.3843649742894584	1.0596871432662578
hsa-miR-1273h-3p	1	36	36	1.38	1.06	16:hsa;hsa-mir-1273h,24203186,24203207,+	1.3843649742894584	1.0596871432662578
hsa-miR-6772-3p	3	36	36	1.38	1.06	16:hsa;hsa-mir-6772,57772329,57772351,-	1.3843649742894584	1.0596871432662578
hsa-miR-187-5p	2	35	35	1.35	1.03	18:hsa;hsa-mir-187,35904852,35904873,-	1.3459103916703068	1.0302513892866396
hsa-miR-1231	2	35	35	1.35	1.03	1:hsa;hsa-mir-1231,201808615,201808634,+	1.3459103916703068	1.0302513892866396
hsa-miR-1267	3	35	35	1.35	1.03	13:hsa;hsa-mir-1267,107531182,107531202,-	1.3459103916703068	1.0302513892866396
hsa-miR-452-5p	2	34	34	1.31	1	X:hsa;hsa-mir-452,151959641,151959662,-	1.3074558090511552	1.0008156353070212
hsa-miR-4804-5p	1	34	34	1.31	1	5:hsa;hsa-mir-4804,72878600,72878620,+	1.3074558090511552	1.0008156353070212
hsa-miR-4646-3p	2	34	34	1.31	1	6:hsa;hsa-mir-4646,31701071,31701091,-	1.3074558090511552	1.0008156353070212
hsa-miR-6134	10	34	34	1.31	1	X:hsa;hsa-mir-6134,28495625,28495643,-	1.3074558090511552	1.0008156353070212
hsa-miR-6741-5p	1	34	34	1.31	1	1:hsa;hsa-mir-6741,225922085,225922106,-	1.3074558090511552	1.0008156353070212
hsa-miR-3180-5p	3	33	3.67	1.27	0.97	16:hsa;hsa-mir-3180-3,16309892,16309916,+	0.14100013627022262	0.10793109792526699
hsa-miR-376b-5p	1	33	16.5	1.27	0.97	14:hsa;hsa-mir-376b,101040459,101040480,+	0.6345006132160017	0.4856899406637015
hsa-miR-3180-5p	3	33	3.67	1.27	0.97	16:hsa;hsa-mir-3180-3,18402195,18402219,-	0.14100013627022262	0.10793109792526699
hsa-miR-3180-5p	3	33	3.67	1.27	0.97	16:hsa;hsa-mir-3180-1,14911237,14911261,+	0.14100013627022262	0.10793109792526699
hsa-miR-376c-5p	1	33	16.5	1.27	0.97	14:hsa;hsa-mir-376c,101039694,101039714,+	0.6345006132160017	0.4856899406637015
hsa-miR-3180-5p	3	33	3.67	1.27	0.97	16:hsa;hsa-mir-3180-2,14911237,14911261,+	0.14100013627022262	0.10793109792526699
hsa-miR-3180-5p	3	33	3.67	1.27	0.97	16:hsa;hsa-mir-3180-1,18402195,18402219,-	0.14100013627022262	0.10793109792526699
hsa-miR-3180-5p	3	33	3.67	1.27	0.97	16:hsa;hsa-mir-3180-1,16309892,16309916,+	0.14100013627022262	0.10793109792526699
hsa-miR-3180-5p	3	33	3.67	1.27	0.97	16:hsa;hsa-mir-3180-3,14911237,14911261,+	0.14100013627022262	0.10793109792526699
hsa-miR-3180-5p	3	33	3.67	1.27	0.97	16:hsa;hsa-mir-3180-2,18402193,18402217,-	0.14100013627022262	0.10793109792526699
hsa-miR-4738-3p	1	33	33	1.27	0.97	17:hsa;hsa-mir-4738,75784577,75784598,-	1.2690012264320034	0.971379881327403
hsa-miR-3180-5p	3	33	3.67	1.27	0.97	16:hsa;hsa-mir-3180-2,16309892,16309916,+	0.14100013627022262	0.10793109792526699
hsa-miR-1261	1	33	33	1.27	0.97	11:hsa;hsa-mir-1261,90869125,90869143,-	1.2690012264320034	0.971379881327403
hsa-miR-210-3p	1	32	32	1.23	0.94	11:hsa;hsa-mir-210,568154,568175,-	1.2305466438128518	0.9419441273477848
hsa-miR-218-1-3p	2	32	32	1.23	0.94	4:hsa;hsa-mir-218-1,20528342,20528363,+	1.2305466438128518	0.9419441273477848
hsa-miR-500a-5p	2	32	32	1.23	0.94	X:hsa;hsa-mir-500a,50008443,50008465,+	1.2305466438128518	0.9419441273477848
hsa-miR-1197	2	31	31	1.19	0.91	14:hsa;hsa-mir-1197,101025620,101025640,+	1.1920920611937003	0.9125083733681665
hsa-miR-11399	2	31	31	1.19	0.91	1:hsa;hsa-mir-11399,112882060,112882081,+	1.1920920611937003	0.9125083733681665
hsa-miR-378c	2	31	16	1.19	0.91	10:hsa;hsa-mir-378c,130962598,130962622,-	0.6152733219064259	0.4709720636738924
hsa-miR-3135a	2	31	31	1.19	0.91	3:hsa;hsa-mir-3135a,20137574,20137595,+	1.1920920611937003	0.9125083733681665
hsa-miR-3174	2	31	31	1.19	0.91	15:hsa;hsa-mir-3174,90006764,90006786,+	1.1920920611937003	0.9125083733681665
hsa-miR-3609	1	31	31	1.19	0.91	7:hsa;hsa-mir-3609,98881700,98881723,+	1.1920920611937003	0.9125083733681665
hsa-miR-5586-5p	2	31	31	1.19	0.91	14:hsa;hsa-mir-5586,59646962,59646983,-	1.1920920611937003	0.9125083733681665
hsa-miR-4654	2	30	30	1.15	0.88	1:hsa;hsa-mir-4654,162157116,162157137,+	1.1536374785745487	0.8830726193885482
hsa-miR-4520-3p	3	30	30	1.15	0.88	17:hsa;hsa-mir-4520-1,6655481,6655502,-	1.1536374785745487	0.8830726193885482
hsa-miR-1538	1	30	30	1.15	0.88	16:hsa;hsa-mir-1538,69565846,69565868,-	1.1536374785745487	0.8830726193885482
hsa-miR-5191	1	30	30	1.15	0.88	1:hsa;hsa-mir-5191,201719579,201719600,+	1.1536374785745487	0.8830726193885482
hsa-miR-4423-5p	3	30	30	1.15	0.88	1:hsa;hsa-mir-4423,85133806,85133827,+	1.1536374785745487	0.8830726193885482
hsa-miR-6779-5p	1	30	30	1.15	0.88	17:hsa;hsa-mir-6779,38914984,38915004,+	1.1536374785745487	0.8830726193885482
hsa-miR-7976	1	30	30	1.15	0.88	3:hsa;hsa-mir-7976,127587111,127587129,-	1.1536374785745487	0.8830726193885482
hsa-miR-6516-3p	1	30	30	1.15	0.88	17:hsa;hsa-mir-6516,77089469,77089490,+	1.1536374785745487	0.8830726193885482
hsa-miR-4684-3p	3	29	29	1.12	0.85	1:hsa;hsa-mir-4684,22719566,22719587,+	1.115182895955397	0.8536368654089299
hsa-miR-4485-3p	1	29	29	1.12	0.85	11:hsa;hsa-mir-4485,10508300,10508319,-	1.115182895955397	0.8536368654089299
hsa-miR-216b-5p	1	29	29	1.12	0.85	2:hsa;hsa-mir-216b,56000724,56000745,-	1.115182895955397	0.8536368654089299
hsa-miR-6733-3p	2	29	29	1.12	0.85	1:hsa;hsa-mir-6733,43171693,43171712,-	1.115182895955397	0.8536368654089299
hsa-miR-4668-5p	2	28	28	1.08	0.82	9:hsa;hsa-mir-4668,111932100,111932122,+	1.0767283133362453	0.8242011114293116
hsa-miR-513b-5p	3	28	28	1.08	0.82	X:hsa;hsa-mir-513b,147199057,147199078,-	1.0767283133362453	0.8242011114293116
hsa-miR-3620-3p	4	28	28	1.08	0.82	1:hsa;hsa-mir-3620,228097320,228097341,+	1.0767283133362453	0.8242011114293116
hsa-miR-585-3p	1	28	28	1.08	0.82	5:hsa;hsa-mir-585,169263661,169263679,-	1.0767283133362453	0.8242011114293116
hsa-miR-1185-2-3p	1	27	27	1.04	0.79	14:hsa;hsa-mir-1185-2,101044250,101044271,+	1.0382737307170937	0.7947653574496933
hsa-miR-4689	2	27	27	1.04	0.79	1:hsa;hsa-mir-4689,5862681,5862702,-	1.0382737307170937	0.7947653574496933
hsa-miR-1291	1	27	27	1.04	0.79	12:hsa;hsa-mir-1291,48654457,48654480,-	1.0382737307170937	0.7947653574496933
hsa-miR-105-3p	2	27	13.5	1.04	0.79	X:hsa;hsa-mir-105-2,152394462,152394483,-	0.5191368653585469	0.39738267872484667
hsa-miR-105-3p	2	27	13.5	1.04	0.79	X:hsa;hsa-mir-105-1,152392269,152392290,-	0.5191368653585469	0.39738267872484667
hsa-miR-605-3p	2	27	27	1.04	0.79	10:hsa;hsa-mir-605,51299623,51299644,+	1.0382737307170937	0.7947653574496933
hsa-miR-4488	1	26	26	1	0.77	11:hsa;hsa-mir-4488,61508599,61508616,+	0.9998191480979421	0.7653296034700751
hsa-miR-4762-5p	2	25	25	0.96	0.74	22:hsa;hsa-mir-4762,45760532,45760552,+	0.9613645654787906	0.7358938494904568
hsa-miR-584-3p	1	25	25	0.96	0.74	5:hsa;hsa-mir-584,149062367,149062388,-	0.9613645654787906	0.7358938494904568
hsa-miR-34a-3p	1	24	24	0.92	0.71	1:hsa;hsa-mir-34a,9151731,9151752,-	0.9229099828596389	0.7064580955108386
hsa-miR-1910-5p	1	24	24	0.92	0.71	16:hsa;hsa-mir-1910,85741632,85741652,-	0.9229099828596389	0.7064580955108386
hsa-miR-937-3p	2	24	24	0.92	0.71	8:hsa;hsa-mir-937,143813007,143813028,-	0.9229099828596389	0.7064580955108386
hsa-miR-548l	1	24	24	0.92	0.71	11:hsa;hsa-mir-548l,94466509,94466530,-	0.9229099828596389	0.7064580955108386
hsa-miR-4485-5p	1	23	23	0.88	0.68	11:hsa;hsa-mir-4485,10508276,10508291,-	0.8844554002404873	0.6770223415312203
hsa-miR-597-3p	1	23	23	0.88	0.68	8:hsa;hsa-mir-597,9741729,9741751,+	0.8844554002404873	0.6770223415312203
hsa-miR-6786-3p	3	23	23	0.88	0.68	17:hsa;hsa-mir-6786,81693844,81693866,+	0.8844554002404873	0.6770223415312203
hsa-miR-103a-2-5p	4	23	23	0.88	0.68	20:hsa;hsa-mir-103a-2,3917504,3917526,+	0.8844554002404873	0.6770223415312203
hsa-miR-33b-5p	1	22	22	0.85	0.65	17:hsa;hsa-mir-33b,17813851,17813870,-	0.8460008176213357	0.647586587551602
hsa-miR-4324	8	22	11.33	0.85	0.65	19:hsa;hsa-mir-4324,49308839,49308858,-	0.4358186030170517	0.3336052117690071
hsa-miR-1243	1	21	21	0.81	0.62	4:hsa;hsa-mir-1243,113106867,113106888,+	0.807546235002184	0.6181508335719837
hsa-miR-6738-3p	1	21	21	0.81	0.62	1:hsa;hsa-mir-6738,155951313,155951336,-	0.807546235002184	0.6181508335719837
hsa-miR-1224-3p	1	20	20	0.77	0.59	3:hsa;hsa-mir-1224,184241469,184241489,+	0.7690916523830325	0.5887150795923655
hsa-miR-6754-3p	1	20	20	0.77	0.59	11:hsa;hsa-mir-6754,71473546,71473567,+	0.7690916523830325	0.5887150795923655
hsa-miR-7151-5p	1	20	20	0.77	0.59	10:hsa;hsa-mir-7151,67403351,67403373,-	0.7690916523830325	0.5887150795923655
hsa-miR-26a-1-3p	2	19	19	0.73	0.56	3:hsa;hsa-mir-26a-1,37969452,37969473,+	0.7306370697638808	0.5592793256127472
hsa-miR-296-5p	2	16	16	0.62	0.47	20:hsa;hsa-mir-296,58817628,58817648,-	0.6152733219064259	0.4709720636738924
hsa-miR-6837-3p	1	16	16	0.62	0.47	7:hsa;hsa-mir-6837,44051807,44051829,+	0.6152733219064259	0.4709720636738924
hsa-miR-607	1	15	15	0.58	0.44	10:hsa;hsa-mir-607,96828729,96828749,-	0.5768187392872743	0.4415363096942741
hsa-miR-509-3p	1	13	3.25	0.5	0.38	X:hsa;hsa-mir-509-3,147259695,147259716,-	0.12497739351224277	0.09566620043375938
hsa-miR-509-3p	1	13	3.25	0.5	0.38	X:hsa;hsa-mir-509-2,147258814,147258835,-	0.12497739351224277	0.09566620043375938
hsa-miR-509-3p	1	13	3.25	0.5	0.38	X:hsa;hsa-mir-509-2,147260589,147260610,-	0.12497739351224277	0.09566620043375938
hsa-miR-509-3p	1	13	3.25	0.5	0.38	X:hsa;hsa-mir-509-1,147260586,147260607,-	0.12497739351224277	0.09566620043375938
hsa-miR-6802-3p	1	12	12	0.46	0.35	19:hsa;hsa-mir-6802,55239955,55239976,-	0.46145499142981944	0.3532290477554193
hsa-miR-4449	1	11	11	0.42	0.32	4:hsa;hsa-mir-4449,52712720,52712741,+	0.42300040881066786	0.323793293775801
hsa-miR-3127-3p	1	11	11	0.42	0.32	2:hsa;hsa-mir-3127,96798324,96798345,+	0.42300040881066786	0.323793293775801
hsa-miR-4429	8	10	7.75	0.38	0.29	2:hsa;hsa-mir-4429,11540611,11540630,-	0.29802301529842506	0.22812709334204162
hsa-miR-548ba	1	8	8	0.31	0.24	2:hsa;hsa-mir-548ba,49059603,49059624,+	0.30763666095321296	0.2354860318369462
hsa-miR-6129	5	5	5	0.19	0.15	17:hsa;hsa-mir-6129,49288366,49288384,-	0.1922729130957581	0.14717876989809137
hsa-miR-9903	1	5	5	0.19	0.15	8:hsa;hsa-mir-9903,98393695,98393716,-	0.1922729130957581	0.14717876989809137
hsa-miR-206	5	5	3.67	0.19	0.15	6:hsa;hsa-mir-206,52144401,52144422,+	0.14100013627022262	0.10793109792526699
hsa-miR-3612	3	4	4	0.15	0.12	12:hsa;hsa-mir-3612,128294105,128294126,+	0.15381833047660648	0.1177430159184731
hsa-miR-1827	1	4	1.33	0.15	0.12	12:hsa;hsa-mir-1827,100189932,100189949,+	0.05127277682553549	0.03924767197282436
hsa-miR-4497	1	3	3	0.12	0.09	12:hsa;hsa-mir-4497,109833350,109833366,+	0.11536374785745486	0.08830726193885483
hsa-miR-3120-3p	1	3	3	0.12	0.09	1:hsa;hsa-mir-3120,172138858,172138878,+	0.11536374785745486	0.08830726193885483
hsa-miR-6832-5p	1	3	3	0.12	0.09	6:hsa;hsa-mir-6832,31633792,31633814,+	0.11536374785745486	0.08830726193885483
hsa-miR-1225-5p	1	3	3	0.12	0.09	16:hsa;hsa-mir-1225,2090195,2090216,-	0.11536374785745486	0.08830726193885483
hsa-miR-378i	2	3	3	0.12	0.09	22:hsa;hsa-mir-378i,41923228,41923248,-	0.11536374785745486	0.08830726193885483
hsa-miR-10395-3p	1	2	2	0.08	0.06	19:hsa;hsa-mir-10395,12703644,12703664,-	0.07690916523830324	0.05887150795923655
hsa-miR-215-5p	2	2	2	0.08	0.06	1:hsa;hsa-mir-215,220117879,220117899,-	0.07690916523830324	0.05887150795923655
hsa-miR-378g	2	2	2	0.08	0.06	1:hsa;hsa-mir-378g,94745861,94745880,-	0.07690916523830324	0.05887150795923655
hsa-miR-4500	1	2	2	0.08	0.06	13:hsa;hsa-mir-4500,87618718,87618734,-	0.07690916523830324	0.05887150795923655
hsa-miR-378d	1	1	1	0.04	0.03	8:hsa;hsa-mir-378d-2,93916043,93916062,-	0.03845458261915162	0.029435753979618274
hsa-miR-517c-3p	1	1	0.33	0.04	0.03	19:hsa;hsa-mir-517c,53741369,53741390,+	0.012818194206383873	0.00981191799320609
hsa-miR-6133	1	1	1	0.04	0.03	7:hsa;hsa-mir-6133,133290951,133290969,+	0.03845458261915162	0.029435753979618274
hsa-miR-374c-3p	1	1	1	0.04	0.03	X:hsa;hsa-mir-374c,74218587,74218608,+	0.03845458261915162	0.029435753979618274
hsa-miR-196a-5p	1	1	0.5	0.04	0.03	17:hsa;hsa-mir-196a-1,48632496,48632517,-	0.01922729130957581	0.014717876989809137
hsa-miR-378d	1	1	0.5	0.04	0.03	4:hsa;hsa-mir-378d-1,5923305,5923324,-	0.01922729130957581	0.014717876989809137
hsa-miR-18b-5p	1	1	0.5	0.04	0.03	X:hsa;hsa-mir-18b,134170046,134170068,-	0.01922729130957581	0.014717876989809137
hsa-miR-4787-5p	1	1	1	0.04	0.03	3:hsa;hsa-mir-4787,50675093,50675114,+	0.03845458261915162	0.029435753979618274
hsa-miR-1908-3p	1	1	1	0.04	0.03	11:hsa;hsa-mir-1908,61815209,61815229,-	0.03845458261915162	0.029435753979618274
hsa-miR-7-2-3p	1	1	1	0.04	0.03	15:hsa;hsa-mir-7-2,88611896,88611917,+	0.03845458261915162	0.029435753979618274
hsa-miR-378b	1	1	1	0.04	0.03	3:hsa;hsa-mir-378b,10330262,10330280,+	0.03845458261915162	0.029435753979618274
hsa-miR-642b-5p	1	1	1	0.04	0.03	19:hsa;hsa-mir-642b,45674941,45674962,-	0.03845458261915162	0.029435753979618274
hsa-miR-642b-3p	1	1	0.5	0.04	0.03	19:hsa;hsa-mir-642b,45674978,45674999,-	0.01922729130957581	0.014717876989809137
hsa-miR-196a-5p	1	1	0.5	0.04	0.03	12:hsa;hsa-mir-196a-2,53991762,53991783,+	0.01922729130957581	0.014717876989809137
